from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
941-2,937-0,0.946,other_document,,29,29,"Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada","Encerramento de Ordem de Fabricação (CFAB1) — insuficiente no estoque, aparentemente indevida, nfs foi gerada"
941-2,958-0,0.941,other_document,,29,29,"Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada","Log Consulta (ADMI230) — trazendo os dados, utilizar este modelo, ocorrências vinculadas"
941-3,975-3,0.956,other_document,PEDI133 VEND14,29,29,"Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user","Programas (ADMI6) — atualizacao planej vendas, regra quando for, quantidade no manutenção"
941-3,943-5,0.955,other_document,,29,29,"Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user","CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
941-3,957-6,0.954,other_document,,29,29,"Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user","CEXT84 — nova data reprogramada, planejamento receber e-mail, adiciona uma validação"
941-3,943-6,0.947,other_document,,29,29,"Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user","Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
941-3,945-0,0.946,other_document,,29,29,"Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
941-4,943-5,0.930,other_document,,29,29,"Valores possíveis (PREC7) — acompanhamento do play, utilizar este modelo, pedidos nos quais","CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
941-4,939-0,0.928,other_document,,29,29,"Valores possíveis (PREC7) — acompanhamento do play, utilizar este modelo, pedidos nos quais",Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
941-4,949-0,0.926,other_document,,29,29,"Valores possíveis (PREC7) — acompanhamento do play, utilizar este modelo, pedidos nos quais","Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
941-4,944-5,0.925,other_document,,29,29,"Valores possíveis (PREC7) — acompanhamento do play, utilizar este modelo, pedidos nos quais","Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv"
941-4,922-7,0.925,other_document,,29,29,"Valores possíveis (PREC7) — acompanhamento do play, utilizar este modelo, pedidos nos quais",FATU146 — 391 / 3039 Ø Fiscal
942-0,942-1,0.988,same_topic,FATU3 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso","Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno"
942-0,943-8,0.974,other_document,PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso","Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento"
942-0,942-2,0.965,same_topic,FATU2 FATU3 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso","Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039"
942-0,931-5,0.949,other_document,FATU2 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso","Liberação Pedidos Faturamento por Rota (FATU153) — item de venda, nenhuma gerada, entrega ação"
942-0,942-3,0.947,same_topic,FATU2 PEDI44,29,-1,"Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso","Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro"
942-1,942-0,0.988,same_topic,FATU3 PEDI44,29,29,"Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno","Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso"
942-1,942-2,0.974,same_topic,FATU3 PEDI44,29,29,"Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno","Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039"
942-1,943-8,0.973,other_document,PEDI44,29,29,"Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno","Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento"
942-1,941-2,0.950,other_document,FATU3 PEDI44,29,29,"Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno","Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada"
942-1,942-3,0.946,same_topic,PEDI44,29,-1,"Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno","Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro"
942-2,942-1,0.974,same_topic,FATU3 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039","Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno"
942-2,942-3,0.967,same_topic,FATU2 FATU74 PEDI44,29,-1,"Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039","Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro"
942-2,942-0,0.965,same_topic,FATU2 FATU3 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039","Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso"
942-2,943-8,0.953,other_document,PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039","Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento"
942-2,941-2,0.949,other_document,FATU3 PEDI44,29,29,"Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039","Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada"
942-3,942-2,0.967,same_topic,FATU2 FATU74 PEDI44,-1,29,"Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro","Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039"
942-3,942-0,0.947,same_topic,FATU2 PEDI44,-1,29,"Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro","Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso"
942-3,942-1,0.946,same_topic,PEDI44,-1,29,"Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro","Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno"
942-3,941-2,0.939,other_document,PEDI44,-1,29,"Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro","Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada"
942-3,943-8,0.939,other_document,PEDI44,-1,29,"Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro","Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento"
942-4,941-0,0.953,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — utilizado possui configurado, rótulo e grade, comportamento de emissão","Nota Fiscal de Saída (FATU2) — unidades de avulso, estoque da quantidade, demonstrar as quantidades"
942-4,941-2,0.930,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — utilizado possui configurado, rótulo e grade, comportamento de emissão","Notas Fiscais de Entrada (FATU3) — nossa nfs, utilizar este modelo, situação foi alterada"
942-4,979-1,0.930,other_document,,29,29,"Liberação Pedidos Faturamento (PEDI44) — utilizado possui configurado, rótulo e grade, comportamento de emissão","Materiais e Controle de Ordem de Fabricação (ESTO112) — operação de exportação, futuro para venda, excluído no aparece"
942-4,942-3,0.929,same_topic,PEDI44,29,-1,"Liberação Pedidos Faturamento (PEDI44) — utilizado possui configurado, rótulo e grade, comportamento de emissão","Nota Fiscal de Saída (FATU2) — gerando uma nfs, rótulo foi faturado, entrega do primeiro"
942-4,258-21,0.927,other_document,PEDI44,29,144,"Liberação Pedidos Faturamento (PEDI44) — utilizado possui configurado, rótulo e grade, comportamento de emissão","Liberação Pedidos Faturamento (PEDI44) — rótulos ou avulsos, produto não possui, pedidos venda faturamento"
943-0,935-0,0.919,other_document,,29,29,"inserido os dados, produto e quantidade, dar a mensagem","Nota Fiscal de Saída (FATU2) — base dms atta, funcionalidade de visualização, erro ao utilizar"
943-0,945-0,0.917,other_document,,29,29,"inserido os dados, produto e quantidade, dar a mensagem",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
943-0,923-3,0.914,other_document,,29,29,"inserido os dados, produto e quantidade, dar a mensagem",Remessa Industrialização (ESTO25) — Detalhamento do Teste
943-0,949-4,0.913,other_document,,29,-1,"inserido os dados, produto e quantidade, dar a mensagem","Estruturação de Produto (EPRO15) — ocorrência de inserção, anteriores ao último, cálculo no fpv"
943-0,944-6,0.912,other_document,,29,-1,"inserido os dados, produto e quantidade, dar a mensagem","Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo"
943-1,997-1,0.916,other_document,,41,41,"criar novo relatório, controle faturamento, denominado","web problemas pós, relatório no chão, erro ao gerar"
943-1,982-1,0.913,other_document,,41,41,"criar novo relatório, controle faturamento, denominado","validação indevida, mínimo, objetivo"
943-1,970-0,0.912,other_document,,41,41,"criar novo relatório, controle faturamento, denominado","melhorar a ordenação, situação correta, adm login user"
943-1,994-1,0.912,other_document,,41,41,"criar novo relatório, controle faturamento, denominado","histórico de comissão, corrigir a questão, calculada nos documentos"
943-1,994-3,0.907,other_document,,41,41,"criar novo relatório, controle faturamento, denominado","histórico de comissão, corrigir a questão, calculada nos documentos"
943-2,930-2,1.000,other_document,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
943-2,943-2,1.000,same_topic,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
943-2,944-2,1.000,other_document,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
943-2,988-4,0.997,other_document,,6,6,"acesso base desenv, login user senha","desenv login user, acesso base, senha"
943-2,986-2,0.997,other_document,,6,6,"acesso base desenv, login user senha","desenv login user, acesso base, senha"
943-3,589-1,0.940,other_document,,20,-1,"Plano de Produção (MPSP5) — análise de carteira, entrega do item, lógica da coluna",Relatório Resumo Vendas e Estoque (VEND103) — RELATÓRIO NOVO - RESUMO DE VENDAS E ESTOQUE Filtros
943-3,921-1,0.938,other_document,MPSP5,20,-1,"Plano de Produção (MPSP5) — análise de carteira, entrega do item, lógica da coluna","Emissão Cartão Componente (CFAB17) — Relatório é gerado, e o mesmo está correto: 514 / 3039 515 / 3039"
943-3,441-2,0.937,other_document,,20,116,"Plano de Produção (MPSP5) — análise de carteira, entrega do item, lógica da coluna",MPSP74 + MPSP77 — Criar 2 novas colunas referente a “Entrega” dos Pedidos de Venda
943-3,946-3,0.935,other_document,PEDI1,20,-1,"Plano de Produção (MPSP5) — análise de carteira, entrega do item, lógica da coluna",Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que
943-3,973-3,0.934,other_document,,20,29,"Plano de Produção (MPSP5) — análise de carteira, entrega do item, lógica da coluna","Pedido de Compras (COMP3) — emitida uma nota, lado da validação, patch previsto"
943-4,940-0,0.949,other_document,,-1,-1,"Encerramento de Ordem de Fabricação (CFAB1) — exige recurso destino, criar novo parâmetro, funcionamento correto",Consulta Ordem de Fabricação (CFAB2) — PEDIDO-xxxxx (Padrão) 1. Objetivo
943-4,958-2,0.945,other_document,,-1,-1,"Encerramento de Ordem de Fabricação (CFAB1) — exige recurso destino, criar novo parâmetro, funcionamento correto","CFAB191 — produção e ordens, apontamento automático, encerramento de planos"
943-4,929-4,0.942,other_document,,-1,29,"Encerramento de Ordem de Fabricação (CFAB1) — exige recurso destino, criar novo parâmetro, funcionamento correto","Gera Nota Fiscal T alão (FATU74) — validar rotulo estoque, fiscal de transferência, produção como base"
943-4,445-6,0.939,other_document,,-1,116,"Encerramento de Ordem de Fabricação (CFAB1) — exige recurso destino, criar novo parâmetro, funcionamento correto","Produto por Plano/Construção/Modelo/Produto (CFAB71) — RELATÓRIO PRODUTO POR PLANO/CONSTRUÇÃO/MODELO/PRODUTO: IMPRIMIR O RECURSO BASE PLANEJADO,…"
943-4,958-4,0.938,other_document,,-1,-1,"Encerramento de Ordem de Fabricação (CFAB1) — exige recurso destino, criar novo parâmetro, funcionamento correto",Consulta Ordem de Fabricação (CFAB2) — Detalhamento do Teste
943-5,941-3,0.955,other_document,,29,29,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando","Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user"
943-5,946-0,0.951,other_document,,29,29,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando","Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar"
943-5,939-6,0.949,other_document,,29,29,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando","Consulta Estoque Produto (ESTO7) — produto de transferência, trazendo os dados, ajustar descrição"
943-5,945-0,0.948,other_document,,29,29,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
943-5,955-2,0.948,other_document,,29,29,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando","Pedido de Compras (COMP3) — preenchido as informações, arquivo criado, centro de custo"
943-6,943-8,0.952,same_topic,,29,29,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados","Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento"
943-6,957-7,0.951,other_document,,29,29,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados",Erro pós patch (CEXC1025) — Acesso Base - Desenv. Login - User - Senha - 3. Solicitações
943-6,945-0,0.950,other_document,,29,29,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
943-6,943-7,0.950,same_topic,,29,29,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados","ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado"
943-6,941-3,0.947,other_document,,29,29,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados","Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user"
943-7,943-6,0.950,same_topic,,29,29,"ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado","Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
943-7,930-5,0.950,other_document,,29,29,"ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado","FATU22 — utilizar este modelo, gera faturamento tmp, login user senha"
943-7,939-0,0.950,other_document,,29,29,"ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado",Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
943-7,946-0,0.949,other_document,,29,29,"ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado","Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar"
943-7,949-0,0.949,other_document,,29,29,"ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado","Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
943-8,942-0,0.974,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento","Nota Fiscal de Saída (FATU2) — trás uma quantidade, parcial assim deixando, mantendo seu peso"
943-8,942-1,0.973,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento","Notas Fiscais de Entrada (FATU3) — nota de refaturamento, duplicado ao gerar, gerado o estorno"
943-8,942-2,0.953,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento","Nota Fiscal de Saída (FATU2) — NFS gerada, emitida e autorizada: 2136 / 3039"
943-8,943-6,0.952,same_topic,,29,29,"Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento","Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
943-8,992-1,0.943,other_document,PEDI44,29,29,"Liberação Pedidos Faturamento (PEDI44) — refaturamento no problemas, duplicado ao gerar, erro de faturamento","CONT11 — nota de entrega, operação tiver configuração, foot company"
944-0,938-5,0.919,other_document,,-1,22,validacao,"Nota Fiscal de Saída (FATU2) — validacao, pedido-xxxxx, padrão"
944-0,982-0,0.910,other_document,,-1,-1,validacao,CEXC109 — W 70380_VALIDACOES 70380_VALIDACAO_1 70380_VALIDACAO_1
944-0,978-0,0.908,other_document,,-1,-1,validacao,W 69879_VALIDACOES 69879_VALIDACAO_1 69879_VALIDACAO_1
944-0,986-0,0.905,other_document,,-1,29,validacao,"Log Consulta (ADMI230) — colocado no patch, informado na documentação, validacoes validacao validacao"
944-0,974-0,0.905,other_document,,-1,-1,validacao,Programas (ADMI6) — W 69952_VALIDACAO 69952_VALIDACAO_1 69952_VALIDACAO_1
944-1,944-3,0.984,same_record,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","desenvolvidos e validados, atualizar nos clientes, colocar pedidos"
944-1,970-0,0.930,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","melhorar a ordenação, situação correta, adm login user"
944-1,994-1,0.929,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","histórico de comissão, corrigir a questão, calculada nos documentos"
944-1,994-3,0.926,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","histórico de comissão, corrigir a questão, calculada nos documentos"
944-1,982-1,0.925,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","validação indevida, mínimo, objetivo"
944-2,930-2,1.000,other_document,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
944-2,943-2,1.000,other_document,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
944-2,944-2,1.000,same_topic,,6,6,"acesso base desenv, login user senha","acesso base desenv, login user senha"
944-2,988-4,0.997,other_document,,6,6,"acesso base desenv, login user senha","desenv login user, acesso base, senha"
944-2,986-2,0.997,other_document,,6,6,"acesso base desenv, login user senha","desenv login user, acesso base, senha"
944-3,944-1,0.984,same_record,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","desenvolvidos e validados, atualizar nos clientes, colocar pedidos"
944-3,994-3,0.939,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","histórico de comissão, corrigir a questão, calculada nos documentos"
944-3,399-3,0.937,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","enviar os dados, setor de desenvolvimento, autorização"
944-3,993-3,0.937,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","registo não autorizada, multi-seleção de documento, ocorra erro"
944-3,399-4,0.936,other_document,,41,41,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","realizar a configuração, setor de desenvolvimento, entorno"
944-4,944-5,0.947,same_topic,,29,29,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv"
944-4,985-4,0.932,other_document,,29,29,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","Log Consulta (ADMI230) — extra-patch para possibilitar, validados em patch, atualizar nos clientes"
944-4,915-1,0.931,other_document,,29,29,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos",Para os pedidos que vão e volta mais
944-4,985-3,0.930,other_document,,29,29,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos","Agendador de Tarefas (ADMI63) — Acesso negado, somente os"
944-4,923-3,0.929,other_document,,29,29,"desenvolvidos e validados, atualizar nos clientes, colocar pedidos",Remessa Industrialização (ESTO25) — Detalhamento do Teste
944-5,939-0,0.950,other_document,,29,29,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv",Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
944-5,949-2,0.948,other_document,,29,29,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv","Multiples OFs (ESTO123) — lançamento no estoque, utilizar este modelo, informada com seleção"
944-5,944-4,0.947,same_topic,,29,29,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv","desenvolvidos e validados, atualizar nos clientes, colocar pedidos"
944-5,941-3,0.945,other_document,,29,29,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv","Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user"
944-5,943-5,0.941,other_document,PEDI1,29,29,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv","CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
944-6,966-3,0.927,other_document,,-1,-1,"Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo","ADMI35 — Pedido(s) de compra gerado(s).""**, acompanhado de um botão ""OK"".]"
944-6,965-5,0.925,other_document,PEDI1,-1,29,"Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo","Remessa Industrialização (ESTO25) — problemas pós patch, homologação login user, regras de tributação"
944-6,943-6,0.925,other_document,,-1,29,"Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo","Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
944-6,947-2,0.922,other_document,,-1,29,"Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo","EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo"
944-6,979-0,0.921,other_document,,-1,29,"Pedido de Venda (PEDI1) — inserir a quantidade, produto é informado, estaria de acordo","CEXC109 — campos: Recinto Alfandegado, NF-e, Dados Gerais, Itens"
945-0,946-0,0.957,other_document,,29,29,Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar"
945-0,939-0,0.951,other_document,,29,29,Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo,Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
945-0,943-6,0.950,other_document,,29,29,Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo,"Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
945-0,943-5,0.948,other_document,,29,29,Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
945-0,957-0,0.948,other_document,,29,29,Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo,"Prima Couro / Fornecedor (CFAB101) — utilizar este modelo, ocorre ao tentar, tratar erro"
945-1,945-2,0.935,same_topic,,29,29,"ajustes no relatório, data limite, patr",Vou usar a opção de detalhado
945-1,968-2,0.926,other_document,,29,29,"ajustes no relatório, data limite, patr","CUST20 — estoque fica divergente, materiais no relatório, filtro de localização"
945-1,953-11,0.925,other_document,,29,29,"ajustes no relatório, data limite, patr","hora produção, gerada no cadastro, coletor não permita"
945-1,973-3,0.922,other_document,,29,29,"ajustes no relatório, data limite, patr","Pedido de Compras (COMP3) — emitida uma nota, lado da validação, patch previsto"
945-1,978-5,0.920,other_document,,29,29,"ajustes no relatório, data limite, patr","CEXT84 — permite excluir documento, compensação já contabilizado, nota de transferência"
945-2,949-0,0.948,other_document,,29,29,Vou usar a opção de detalhado,"Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
945-2,939-0,0.947,other_document,,29,29,Vou usar a opção de detalhado,Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
945-2,954-0,0.944,other_document,,29,29,Vou usar a opção de detalhado,"Coletores (ADMI84) — migração knd-desenv-coletor-v, utilizar este modelo, nada acontece"
945-2,937-0,0.942,other_document,,29,29,Vou usar a opção de detalhado,"Encerramento de Ordem de Fabricação (CFAB1) — insuficiente no estoque, aparentemente indevida, nfs foi gerada"
945-2,926-3,0.941,other_document,,29,29,Vou usar a opção de detalhado,"migração knd-desenv-paineis-de-producao, paineisproducao user senha, responsável pelos apontamentos"
945-3,944-5,0.937,other_document,,29,29,Detalhamento do Teste,"Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv"
945-3,953-10,0.928,other_document,,29,29,Detalhamento do Teste,"mensagem da rotina, gerado uma vez, dias sem retorno"
945-3,939-0,0.926,other_document,,29,29,Detalhamento do Teste,Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
945-3,943-5,0.925,other_document,,29,29,Detalhamento do Teste,"CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
945-3,932-5,0.924,other_document,,29,29,Detalhamento do Teste,"ADMI10 — utilizar este modelo, possível encontrar, produto ferramental"
945-4,944-5,0.929,other_document,,29,29,"impedido, package body, emos","Pedido de Venda (PEDI1) — utilizar este modelo, respectivo cadastro, acesso base desenv"
945-4,986-0,0.920,other_document,,29,29,"impedido, package body, emos","Log Consulta (ADMI230) — colocado no patch, informado na documentação, validacoes validacao validacao"
945-4,944-4,0.918,other_document,,29,29,"impedido, package body, emos","desenvolvidos e validados, atualizar nos clientes, colocar pedidos"
945-4,985-4,0.917,other_document,,29,29,"impedido, package body, emos","Log Consulta (ADMI230) — extra-patch para possibilitar, validados em patch, atualizar nos clientes"
945-4,957-4,0.916,other_document,,29,29,"impedido, package body, emos","CEXC109 — planejamento receber e-mail, adiciona uma validação, utilizar este modelo"
946-0,945-0,0.957,other_document,,29,29,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
946-0,949-0,0.955,other_document,,29,29,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar","Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
