from,to,together,documents,from_baskets,to_baskets,confidence,lift,conviction,cross_module,kind,evidence,score
FATU94,FATU2,9,8,19,316,0.474,11.53,1.82,0,program->program,21-0 159-9 211-166,4.73
ADMI90,FATU2,5,5,8,316,0.625,15.21,2.56,1,program->program,15-0 799-4 802-0,4.722
PREC8,MPSP2,14,5,29,219,0.483,16.95,1.88,1,program->program,64-0 343-37 370-6,4.711
TERC1,TERC10,9,9,33,18,0.273,116.52,1.37,0,program->program,211-32 625-2 701-1,4.711
TERC3,RECE7,9,7,27,70,0.333,36.62,1.49,1,program->program,259-11 331-6 529-0,4.71
CFAB85,CFAB86,16,5,47,17,0.34,153.99,1.51,0,program->program,121-17 132-7 135-0,4.692
MIND22,MIND1,10,6,31,16,0.323,155.04,1.47,0,program->program,836-0 838-8 843-6,4.684
FATU12,PEDI44,10,10,31,111,0.323,22.35,1.45,1,program->program,211-32 519-1 521-3,4.625
FATU2,FATU3,76,58,316,211,0.241,8.77,1.28,0,program->program,7-0 72-0 74-1,4.609
EPRO2,EPRO18,10,9,38,12,0.263,168.64,1.36,0,program->program,80-128 103-0 150-0,4.596
VEND100,FATU2,7,7,14,316,0.5,12.17,1.92,1,program->program,919-1 923-3 934-0,4.594
CUST14,CFAB59,5,4,10,112,0.5,34.33,1.97,1,program->program,132-6 139-1 188-2,4.593
ESTO123,ESTO25,9,3,13,336,0.692,15.84,3.11,0,program->program,249-2 459-2 949-0,4.583
FATU94,FATU6,7,5,19,61,0.368,46.45,1.57,0,program->program,3-0 9-0 159-7,4.58
ESTO23,ESTO7,12,9,28,308,0.429,10.7,1.68,0,program->program,9-0 159-12 235-73,4.563
ADMI91,ADMI104,4,3,7,6,0.571,732.38,2.33,0,program->program,16-0 799-4 802-0,4.538
EPRO49,EPRO48,4,3,7,8,0.571,549.29,2.33,0,program->program,80-31 109-5 353-3,4.538
TERC8,TERC9,4,3,7,10,0.571,439.43,2.33,0,program->program,529-0 704-0 793-35,4.538
EPRO60,COMP13,14,8,37,182,0.378,15.99,1.57,1,program->program,80-104 386-3 665-0,4.534
CFAB90,CFAB59,23,14,83,112,0.277,19.03,1.36,0,program->program,112-0 113-3 132-6,4.518
ESTO41,ESTO40,12,4,32,22,0.375,131.08,1.6,0,program->program,142-0 189-4 210-3,4.516
CFAB24,EPRO15,17,13,36,652,0.472,5.57,1.73,1,program->program,9-1 72-1 80-22,4.507
FATU9,FATU3,10,9,26,211,0.385,14.02,1.58,0,program->program,211-31 212-29 259-24,4.478
MIND2,MIND22,10,5,30,31,0.333,82.69,1.49,0,program->program,836-0 838-2 839-11,4.443
FVEN4,FVEN5,6,4,14,81,0.429,40.69,1.73,0,program->program,531-0 534-75 537-38,4.41
ESTO77,ESTO40,7,4,18,22,0.389,135.93,1.63,0,program->program,6-1 188-2 189-4,4.39
VEND31,ADMI35,7,5,20,58,0.35,46.41,1.53,1,program->program,258-40 634-11 636-2,4.38
PEDI6,PEDI1,4,4,5,489,0.8,12.58,4.68,0,program->program,557-0 573-114 575-9,4.369
ADMI35,PEDI1,22,19,58,489,0.379,5.97,1.51,1,program->program,0-0 77-5 211-166,4.366
VEND98,PEDI1,9,7,17,489,0.529,8.33,1.99,1,program->program,211-164 258-31 573-101,4.35
ESTO20,ESTO19,8,5,24,28,0.333,91.55,1.49,0,program->program,159-8 211-147 212-100,4.345
PEDI44,PEDI1,38,28,111,489,0.342,5.38,1.42,0,program->program,9-1 157-14 159-13,4.329
TERC2,TERC5,5,5,14,6,0.357,457.74,1.55,0,program->program,705-0 716-18 918-1,4.313
MIND22,MIND2,10,5,31,30,0.323,82.69,1.47,0,program->program,836-0 838-2 839-11,4.313
VEND2,PEDI1,16,14,39,489,0.41,6.45,1.59,1,program->program,77-0 473-9 560-6,4.312
MIND27,MIND2,10,6,34,30,0.294,75.39,1.41,0,program->program,838-7 841-2 845-6,4.304
COMP5,FATU3,15,13,46,211,0.326,11.88,1.44,1,program->program,70-0 168-5 211-32,4.297
PEDI26,PEDI27,7,6,23,10,0.304,234.04,1.44,0,program->program,416-32 585-2 586-0,4.287
ADMI125,FATU2,10,9,24,316,0.417,10.14,1.64,1,program->program,51-0 159-9 211-128,4.279
ADMI145,ESTO7,5,4,8,308,0.625,15.6,2.56,1,program->program,152-4 474-2 808-2,4.278
ESTO65,ESTO7,4,4,6,308,0.667,16.65,2.88,0,program->program,152-4 173-0 193-4,4.274
ESTO93,ESTO25,4,3,5,336,0.8,18.31,4.78,0,program->program,202-90 249-10 250-20,4.271
FATU74,FATU3,14,13,43,211,0.326,11.87,1.44,0,program->program,211-32 288-9 519-1,4.271
ADMI89,ADMI102,3,3,5,11,0.6,419.45,2.5,0,program->program,16-0 799-7 802-0,4.254
ADMI89,ADMI122,3,3,5,33,0.6,139.82,2.49,0,program->program,16-0 799-7 802-0,4.254
ADMI89,ADMI90,3,3,5,8,0.6,576.75,2.5,0,program->program,16-0 799-4 802-0,4.254
ADMI89,ADMI91,3,3,5,7,0.6,659.14,2.5,0,program->program,16-0 799-8 802-0,4.254
ADMI89,ADMI92,3,3,5,4,0.6,1153.5,2.5,0,program->program,16-0 799-4 802-0,4.254
ADMI89,ADMI96,3,3,5,8,0.6,576.75,2.5,0,program->program,16-0 799-8 802-0,4.254
ADMI265,ADMI264,9,3,21,16,0.429,205.98,1.75,0,program->program,48-0 634-11 698-5,4.254
FATU92,FATU107,3,3,5,9,0.6,512.67,2.5,0,program->program,68-0 524-0 525-1,4.254
EPRO40,EPRO48,3,3,5,8,0.6,576.75,2.5,0,program->program,80-185 109-5 353-7,4.254
EPRO54,EPRO34,3,3,5,27,0.6,170.89,2.49,0,program->program,96-0 97-15 125-3,4.254
EPRO67,EPRO34,3,3,5,27,0.6,170.89,2.49,0,program->program,119-7 362-0 958-0,4.254
CFAB111,ESTO112,3,3,5,88,0.6,52.43,2.47,1,program->program,120-7 122-1 139-1,4.254
RECE22,ESTO112,3,3,5,88,0.6,52.43,2.47,1,program->program,129-1 151-19 327-14,4.254
CFAB20,CFAB21,3,3,5,3,0.6,1538.0,2.5,0,program->program,149-2 170-94 433-1,4.254
PEDI42,PEDI6,3,3,5,5,0.6,922.8,2.5,0,program->program,557-0 573-114 575-9,4.254
PEDI6,PEDI42,3,3,5,5,0.6,922.8,2.5,0,program->program,557-0 573-114 575-9,4.254
PEDI6,PEDI52,3,3,5,26,0.6,177.46,2.49,0,program->program,557-0 573-114 575-9,4.254
ADMI101,ADMI122,3,3,5,33,0.6,139.82,2.49,0,program->program,799-4 801-16 802-0,4.254
MIND3,MIND1,3,3,5,16,0.6,288.38,2.49,0,program->program,838-18 845-8 846-5,4.254
MIND3,MIND22,3,3,5,31,0.6,148.84,2.49,0,program->program,838-18 845-8 846-5,4.254
MIND3,MIND30,3,3,5,13,0.6,354.92,2.5,0,program->program,838-18 845-8 846-5,4.254
MIND3,MIND31,3,3,5,9,0.6,512.67,2.5,0,program->program,838-18 845-8 846-5,4.254
EPRO67,EPRO59,3,3,5,28,0.6,164.79,2.49,0,program->program,869-8 873-14 958-0,4.254
FPAG23,CEXC109,3,3,5,34,0.6,135.71,2.49,1,program->program,970-2 974-0 978-7,4.254
FPAG23,FATU74,3,3,5,43,0.6,107.3,2.49,1,program->program,970-2 974-3 978-0,4.254
FPAG23,CPAG5,3,3,5,7,0.6,659.14,2.5,1,program->program,974-3 978-0 981-0,4.254
PEDI5,PEDI1,5,3,6,489,0.833,13.1,5.62,0,program->program,383-71 573-55 753-9,4.242
ESTO27,CFAB2,8,6,19,193,0.421,16.78,1.68,1,program->program,184-8 200-12 202-99,4.239
FATU12,ESTO71,8,8,31,34,0.258,58.37,1.34,1,program->program,211-32 519-1 521-1,4.231
MPSP20,ESTO7,9,6,19,308,0.474,11.83,1.82,1,program->program,13-0 170-126 196-5,4.228
FATU124,FATU3,17,12,52,211,0.327,11.91,1.44,0,program->program,33-0 87-11 88-13,4.221
EPRO101,EPRO15,4,3,4,652,1.0,11.79,inf,0,program->program,80-160 396-0 730-15,4.202
FATU61,FATU2,62,26,211,316,0.294,7.15,1.36,0,program->program,0-3 157-14 171-1,4.17
ESTO79,ESTO25,8,4,14,336,0.571,13.08,2.23,0,program->program,177-30 202-26 215-5,4.169
FATU146,FATU2,21,11,57,316,0.368,8.97,1.52,0,program->program,21-0 51-0 211-92,4.163
TERC5,ESTO25,4,4,6,336,0.667,15.26,2.87,1,program->program,720-3 918-1 920-0,4.152
EPRO101,FATU61,3,3,4,211,0.75,27.33,3.89,1,program->program,80-194 396-0 730-15,4.135
CPAG5,FATU3,4,4,7,211,0.571,20.83,2.27,1,program->program,147-8 802-0 974-3,4.131
EPRO48,EPRO49,4,3,8,7,0.5,549.29,2.0,0,program->program,80-31 109-5 353-3,4.125
ADMI144,ESTO73,4,3,8,31,0.5,124.03,1.99,1,program->program,152-4 474-2 808-2,4.125
ADMI145,ESTO73,4,3,8,31,0.5,124.03,1.99,1,program->program,152-4 474-2 808-2,4.125
ESTO56,ESTO73,4,3,8,31,0.5,124.03,1.99,0,program->program,174-23 175-0 193-4,4.125
PREC7,EPRO15,20,16,48,652,0.417,4.91,1.57,1,program->program,80-3 101-4 131-1,4.109
FATU74,FATU12,10,9,43,31,0.233,57.69,1.3,0,program->program,211-32 288-9 519-1,4.096
ESTO4,ESTO7,20,16,61,308,0.328,8.19,1.43,0,program->program,89-76 100-0 152-6,4.088
CUST14,CUST1,4,4,10,17,0.4,180.94,1.66,0,program->program,132-7 177-69 881-24,4.053
PEDI27,PEDI7,4,4,10,61,0.4,50.43,1.65,0,program->program,416-32 810-0 811-0,4.053
TERC2,RECE7,5,5,14,70,0.357,39.23,1.54,1,program->program,211-32 705-0 918-1,4.052
ESTO71,CFAB2,11,11,34,193,0.324,12.89,1.44,1,program->program,74-1 519-2 521-0,4.046
ESTO67,ESTO7,12,6,27,308,0.444,11.1,1.73,0,program->program,152-4 174-23 193-4,4.039
ESTO16,ESTO20,6,5,19,24,0.316,101.18,1.46,0,program->program,154-5 194-19 212-36,3.999
TERC3,TERC1,7,7,27,33,0.259,60.42,1.34,0,program->program,136-5 625-2 716-18,3.971
ESTO71,PEDI44,10,9,34,111,0.294,20.38,1.4,1,program->program,211-31 212-29 519-1,3.967
EPRO54,EPRO15,4,4,5,652,0.8,9.44,4.58,0,program->program,96-0 97-15 125-3,3.929
FPAG23,EPRO15,4,4,5,652,0.8,9.44,4.58,1,program->program,970-2 974-0 978-0,3.929
MPSP14,MPSP5,5,3,8,255,0.625,18.85,2.58,0,program->program,170-151 572-2 699-0,3.919
CEXC109,FATU2,12,12,34,316,0.353,8.59,1.48,1,program->program,181-3 194-18 678-87,3.914
FATU94,PEDI44,7,5,19,111,0.368,25.52,1.56,1,program->program,3-0 9-0 159-7,3.89
ESTO71,FATU12,8,8,34,31,0.235,58.37,1.3,1,program->program,211-32 519-1 521-1,3.888
MIND22,MIND27,9,5,31,34,0.29,65.66,1.4,0,program->program,838-7 845-5 846-1,3.881
CFAB96,CFAB90,5,3,11,83,0.455,42.11,1.81,0,program->program,118-0 139-1 427-0,3.879
CFAB22,FATU16,6,3,12,139,0.5,27.66,1.96,1,program->program,89-108 90-0 454-13,3.873
FATU9,FATU2,10,9,26,316,0.385,9.36,1.56,0,program->program,100-0 211-32 259-24,3.864
MIND1,MIND2,5,5,16,30,0.312,80.1,1.45,0,program->program,836-0 838-8 843-6,3.859
ESTO16,ESTO7,8,7,19,308,0.421,10.51,1.66,0,program->program,147-6 194-19 212-113,3.845
MPSP46,CFAB59,18,13,72,112,0.25,17.17,1.31,1,program->program,103-1 104-6 121-51,3.823
TERC3,CFAB2,9,9,27,193,0.333,13.28,1.46,1,program->program,259-11 529-0 625-2,3.823
FATU12,FATU2,11,11,31,316,0.355,8.64,1.49,0,program->program,211-32 288-9 519-1,3.792
ESTO19,ESTO20,8,5,28,24,0.286,91.55,1.4,0,program->program,159-8 211-147 212-100,3.784
ESTO19,ESTO15,8,5,28,44,0.286,49.94,1.39,0,program->program,194-11 195-2 209-1,3.783
ADMI104,ADMI109,3,3,6,6,0.5,640.83,2.0,0,program->program,16-0 799-4 802-0,3.782
ADMI109,ADMI104,3,3,6,6,0.5,640.83,2.0,0,program->program,16-0 799-4 802-0,3.782
ADMI104,ADMI122,3,3,6,33,0.5,116.52,1.99,0,program->program,16-0 799-6 802-0,3.782
ADMI104,ADMI90,3,3,6,8,0.5,480.62,2.0,0,program->program,16-0 799-4 802-0,3.782
ADMI104,ADMI92,3,3,6,4,0.5,961.25,2.0,0,program->program,16-0 799-4 802-0,3.782
ADMI109,ADMI122,3,3,6,33,0.5,116.52,1.99,0,program->program,16-0 799-4 802-0,3.782
ADMI109,ADMI96,3,3,6,8,0.5,480.62,2.0,0,program->program,16-2 799-4 802-0,3.782
ADMI228,PEDI73,3,3,6,9,0.5,427.22,2.0,1,program->program,257-49 258-25 662-2,3.782
EPRO23,EPRO34,3,3,6,27,0.5,142.41,1.99,0,program->program,423-10 916-0 923-4,3.782
MPSP77,MPSP75,4,3,9,18,0.444,189.88,1.8,0,program->program,439-2 441-1 442-1,3.782
MIND11,MIND14,3,3,6,11,0.5,349.55,2.0,0,program->program,833-1 850-0 851-0,3.782
MIND11,MIND15,3,3,6,13,0.5,295.77,2.0,0,program->program,833-1 850-0 851-0,3.782
MIND11,MIND16,3,3,6,15,0.5,256.33,2.0,0,program->program,833-1 850-0 851-0,3.782
MIND6,MIND2,3,3,6,30,0.5,128.17,1.99,0,program->program,843-6 848-1 849-14,3.782
TERC5,CFAB7,3,3,6,38,0.5,101.18,1.99,1,program->program,918-0 920-0 961-0,3.782
TERC5,COMP24,3,3,6,11,0.5,349.55,2.0,1,program->program,918-1 920-0 961-1,3.782
TERC5,ESTO13,3,3,6,30,0.5,128.17,1.99,1,program->program,918-0 920-0 961-0,3.782
TERC5,TERC10,3,3,6,18,0.5,213.61,2.0,0,program->program,918-1 920-0 961-1,3.782
CFAB2,ESTO7,48,41,193,308,0.249,6.21,1.28,1,program->program,13-0 80-139 89-94,3.764
ADMI102,ADMI109,4,4,11,6,0.364,466.06,1.57,0,program->program,15-0 16-2 799-4,3.763
ADMI102,ADMI90,4,4,11,8,0.364,349.55,1.57,0,program->program,15-0 16-0 799-4,3.763
ADMI102,ADMI122,4,4,11,33,0.364,84.74,1.56,0,program->program,16-0 799-7 801-12,3.763
RHUM9,FPAG19,4,4,11,6,0.364,466.06,1.57,1,program->program,23-0 34-0 61-0,3.763
RHUM9,FPAG23,4,4,11,5,0.364,559.27,1.57,1,program->program,27-0 970-2 978-7,3.763
ADMI102,ADMI101,4,4,11,5,0.364,559.27,1.57,0,program->program,88-0 799-8 801-8,3.763
PEDI42,PEDI1,4,3,5,489,0.8,12.58,4.68,0,program->program,557-0 573-114 575-9,3.763
COMP23,COMP3,3,3,5,147,0.6,31.39,2.45,0,program->program,563-22 674-1 678-94,3.763
EPRO49,EPRO15,5,4,7,652,0.714,8.42,3.2,0,program->program,80-32 119-7 345-20,3.757
EPRO59,ESTO25,11,8,28,336,0.393,8.99,1.58,1,program->program,80-110 89-4 103-12,3.735
FATU9,ESTO7,10,8,26,308,0.385,9.6,1.56,1,program->program,100-0 259-24 272-8,3.723
EPRO54,ADMI6,3,3,5,157,0.6,29.39,2.45,1,program->program,96-0 97-15 125-3,3.694
ESTO40,ESTO77,7,4,22,18,0.318,135.93,1.46,0,program->program,6-1 188-2 189-4,3.688
ADMI104,ADMI8,3,3,6,85,0.5,45.24,1.98,0,program->program,16-0 799-4 932-0,3.687
CFAB101,CFAB79,8,7,34,14,0.235,129.24,1.31,0,program->program,80-71 95-5 114-1,3.679
EPRO19,EPRO15,3,3,3,652,1.0,11.79,inf,0,program->program,80-172 170-158 463-0,3.677
CEXT84,CEXT85,5,5,17,9,0.294,251.31,1.42,0,program->program,144-3 856-3 860-1,3.666
VEND98,VEND94,5,5,17,9,0.294,251.31,1.42,0,program->program,211-164 258-31 650-1,3.666
LFIS1,FATU2,3,3,4,316,0.75,18.25,3.84,1,program->program,213-105 965-8 979-0,3.657
ADMI3,FATU2,3,3,4,316,0.75,18.25,3.84,1,program->program,799-4 895-0 977-0,3.657
CPAG27,FATU2,3,3,4,316,0.75,18.25,3.84,1,program->program,933-0 967-0 981-0,3.657
CREC4,FATU2,4,4,7,316,0.571,13.91,2.24,1,program->program,211-76 967-0 977-4,3.621
CPAG5,FATU2,4,4,7,316,0.571,13.91,2.24,1,program->program,802-13 974-3 978-4,3.621
COMP14,COMP3,18,13,70,147,0.257,13.45,1.32,0,program->program,74-0 387-1 668-1,3.617
CFAB59,ESTO7,30,25,112,308,0.268,6.69,1.31,1,program->program,44-2 102-1 103-1,3.609
ADMI96,FATU3,4,4,8,211,0.5,18.22,1.95,1,program->program,87-11 88-8 799-8,3.601
ADMI90,FATU3,4,4,8,211,0.5,18.22,1.95,1,program->program,799-4 802-0 929-10,3.601
FATU12,FATU16,9,9,31,139,0.29,16.06,1.38,0,program->program,288-9 519-1 521-0,3.599
CEXC107,ESTO25,3,3,4,336,0.75,17.17,3.83,1,program->program,141-9 965-0 970-1,3.586
CFAB112,ESTO25,3,3,4,336,0.75,17.17,3.83,1,program->program,151-39 202-92 372-20,3.586
TERC4,ESTO25,3,3,4,336,0.75,17.17,3.83,1,program->program,918-1 920-0 961-1,3.586
FATU6,FATU3,18,11,61,211,0.295,10.75,1.38,0,program->program,159-13 211-31 212-29,3.584
FVEN1,FVEN10,6,3,16,11,0.375,262.16,1.6,0,program->program,532-0 534-80 537-18,3.583
RECE35,ESTO25,4,3,6,336,0.667,15.26,2.87,1,program->program,246-1 311-1 528-1,3.576
FATU12,ESTO25,11,10,31,336,0.355,8.12,1.48,1,program->program,211-32 342-1 519-1,3.569
MIND27,MIND22,9,5,34,31,0.265,65.66,1.35,0,program->program,838-7 845-5 846-1,3.567
VEND100,PEDI44,5,5,14,111,0.357,24.74,1.53,1,program->program,258-41 919-0 934-0,3.563
FATU4,FATU146,5,4,15,57,0.333,44.97,1.49,0,program->program,211-84 213-17 263-1,3.562
COMP1,COMP3,4,4,9,147,0.444,23.25,1.77,0,program->program,80-111 140-0 678-70,3.56
LFIS51,FATU3,4,3,7,211,0.571,20.83,2.27,1,program->program,235-71 927-0 970-1,3.559
CFAB78,CFAB86,5,3,13,17,0.385,173.98,1.62,0,program->program,121-25 135-0 139-1,3.545
CEXT18,CEXT84,4,3,10,17,0.4,180.94,1.66,0,program->program,144-1 856-2 861-14,3.491
TERC9,TERC8,4,3,10,7,0.4,439.43,1.67,0,program->program,529-0 704-0 793-35,3.491
PREC6,PREC27,4,3,10,4,0.4,769.0,1.67,0,program->program,781-1 783-0 786-4,3.491
MIND22,MIND30,9,4,31,13,0.29,171.74,1.41,0,program->program,838-9 845-6 846-1,3.486
CFAB34,CFAB2,3,3,5,193,0.6,23.91,2.44,0,program->program,615-0 958-4 981-3,3.479
ADMI42,ADMI34,4,4,10,111,0.4,27.71,1.64,0,program->program,75-0 634-13 639-3,3.46
COMP6,COMP75,7,3,20,30,0.35,89.72,1.53,0,program->program,679-6 683-97 684-25,3.453
CFAB97,CFAB59,4,4,10,112,0.4,27.46,1.64,0,program->program,135-0 138-34 139-1,3.451
VEND2,EPRO15,15,14,39,652,0.385,4.54,1.49,1,program->program,10-0 21-0 75-3,3.446
PEDI144,PEDI44,3,3,6,111,0.5,34.64,1.97,0,program->program,9-0 159-13 258-9,3.437
CUST20,CONT59,3,3,7,3,0.429,1098.57,1.75,1,program->program,5-0 6-0 180-2,3.403
CUST20,CUST1,3,3,7,17,0.429,193.87,1.75,0,program->program,5-0 6-0 180-2,3.403
CUST20,CUST8,3,3,7,24,0.429,137.32,1.74,0,program->program,5-0 6-0 180-2,3.403
ADMI91,ADMI122,3,3,7,33,0.429,99.87,1.74,0,program->program,16-0 799-6 802-0,3.403
ADMI91,ADMI89,3,3,7,5,0.429,659.14,1.75,0,program->program,16-0 799-8 802-0,3.403
ADMI91,ADMI96,3,3,7,8,0.429,411.96,1.75,0,program->program,16-3 799-8 802-0,3.403
CEXT103,CEXT24,3,3,7,7,0.429,470.82,1.75,0,program->program,41-0 875-2 878-1,3.403
CEXT24,CEXT103,3,3,7,7,0.429,470.82,1.75,0,program->program,41-0 875-2 878-1,3.403
CREC4,ADMI35,3,3,7,58,0.429,56.82,1.74,1,program->program,77-0 654-2 977-4,3.403
TERC8,TERC3,3,3,7,27,0.429,122.06,1.74,0,program->program,136-5 529-0 793-35,3.403
ESTO138,ESTO129,3,3,7,37,0.429,89.07,1.74,0,program->program,184-8 200-12 875-1,3.403
VEND100,ESTO25,6,6,14,336,0.429,9.81,1.67,1,program->program,919-1 923-3 934-0,3.403
CPAG5,FPAG23,3,3,7,5,0.429,659.14,1.75,1,program->program,974-3 978-0 981-0,3.403
ADMI101,FATU3,3,3,5,211,0.6,21.87,2.43,1,program->program,88-8 799-8 802-0,3.387
FPAG23,FATU3,3,3,5,211,0.6,21.87,2.43,1,program->program,970-0 974-3 978-0,3.387
CFAB59,CFAB90,23,14,112,83,0.205,19.03,1.24,0,program->program,112-0 113-3 132-6,3.379
TERC1,TERC3,7,7,33,27,0.212,60.42,1.26,0,program->program,136-5 625-2 716-18,3.309
CUST13,CUST14,5,4,17,10,0.294,226.18,1.41,0,program->program,132-7 139-1 177-24,3.293
MIND30,MIND2,4,4,13,30,0.308,78.87,1.44,0,program->program,838-9 845-6 846-0,3.293
FATU79,CFAB2,4,4,9,193,0.444,17.71,1.75,1,program->program,919-0 960-0 972-0,3.271
RECE2,ESTO7,27,22,105,308,0.257,6.42,1.29,1,program->program,9-0 44-0 72-0,3.27
ESTO20,ESTO16,6,5,24,19,0.25,101.18,1.33,0,program->program,154-5 194-19 212-36,3.258
MPSP20,PEDI1,9,5,19,489,0.474,7.45,1.78,1,program->program,13-0 170-126 401-2,3.256
PEDI46,PEDI1,10,8,25,489,0.4,6.29,1.56,0,program->program,560-1 887-0 889-31,3.245
ADMI102,ADMI104,4,3,11,6,0.364,466.06,1.57,0,program->program,16-0 799-4 802-0,3.241
EPRO69,EPRO2,4,3,11,38,0.364,73.59,1.56,0,program->program,80-78 101-8 361-4,3.241
CUST14,CFAB90,4,3,10,83,0.4,37.06,1.65,1,program->program,132-6 139-1 188-2,3.231
FATU12,CFAB2,9,9,31,193,0.29,11.57,1.37,1,program->program,288-15 519-2 521-0,3.211
RECE50,CPRO4,9,4,31,62,0.29,36.01,1.4,1,program->program,2-0 485-17 515-0,3.202
CFAB20,MPSP5,3,3,5,255,0.6,18.09,2.42,1,program->program,149-2 170-94 364-1,3.191
ADMI8,FATU2,23,17,85,316,0.271,6.58,1.31,1,program->program,51-0 211-103 212-78,3.185
EPRO34,CFAB101,6,6,27,34,0.222,50.26,1.28,1,program->program,80-71 95-5 114-6,3.185
EPRO34,CFAB79,6,6,27,14,0.222,122.06,1.28,1,program->program,80-71 95-5 114-6,3.185
CFAB2,PEDI1,49,44,193,489,0.254,3.99,1.26,1,program->program,13-0 89-107 102-1,3.184
COMP50,COMP49,7,3,22,8,0.318,305.85,1.47,0,program->program,668-1 678-29 683-31,3.177
PEDI11,PEDI1,3,3,4,489,0.75,11.79,3.75,0,program->program,9-0 159-13 258-41,3.152
TERC10,ESTO71,5,4,18,34,0.278,62.83,1.38,1,program->program,211-31 212-29 625-2,3.136
ESTO1,RECE2,6,6,21,105,0.286,20.93,1.38,1,program->program,259-23 310-7 327-3,3.127
ADMI91,FATU2,4,3,7,316,0.571,13.91,2.24,1,program->program,15-0 799-2 802-0,3.119
FATU5,FATU2,4,3,7,316,0.571,13.91,2.24,0,program->program,21-0 211-97 213-10,3.119
RECE7,FATU2,19,16,70,316,0.271,6.61,1.32,1,program->program,72-0 74-1 211-32,3.115
ADMI104,ADMI6,3,3,6,157,0.5,24.49,1.96,0,program->program,795-0 799-4 932-0,3.115
ADMI228,PEDI4,3,3,6,158,0.5,24.34,1.96,1,program->program,257-49 258-25 662-2,3.109
CFAB2,MPSP5,41,34,193,255,0.212,6.41,1.23,1,program->program,149-2 151-27 170-63,3.1
FVEN4,FVEN1,4,4,14,16,0.286,137.32,1.4,0,program->program,54-0 534-75 537-18,3.099
TERC2,TERC10,4,4,14,18,0.286,122.06,1.4,0,program->program,211-32 918-1 920-0,3.099
TERC2,TERC4,4,4,14,4,0.286,549.29,1.4,0,program->program,716-18 918-1 920-0,3.099
VEND100,FATU74,4,4,14,43,0.286,51.1,1.39,1,program->program,919-0 923-3 935-0,3.099
ADMI90,ADMI104,3,3,8,6,0.375,480.62,1.6,0,program->program,16-0 799-4 802-0,3.094
ADMI96,ADMI109,3,3,8,6,0.375,480.62,1.6,0,program->program,16-2 799-4 802-0,3.094
ADMI90,ADMI122,3,3,8,33,0.375,87.39,1.59,0,program->program,16-0 799-4 802-0,3.094
ADMI90,ADMI89,3,3,8,5,0.375,576.75,1.6,0,program->program,16-0 799-4 802-0,3.094
ADMI96,ADMI89,3,3,8,5,0.375,576.75,1.6,0,program->program,16-0 799-8 802-0,3.094
ADMI90,ADMI92,3,3,8,4,0.375,720.94,1.6,0,program->program,16-3 799-4 802-0,3.094
ADMI90,ADMI96,3,3,8,8,0.375,360.47,1.6,0,program->program,16-3 799-4 802-0,3.094
ADMI96,ADMI90,3,3,8,8,0.375,360.47,1.6,0,program->program,16-3 799-4 802-0,3.094
ADMI96,ADMI91,3,3,8,7,0.375,411.96,1.6,0,program->program,16-3 799-8 802-0,3.094
ADMI96,ADMI92,3,3,8,4,0.375,720.94,1.6,0,program->program,16-2 799-4 802-0,3.094
EPRO48,EPRO40,3,3,8,5,0.375,576.75,1.6,0,program->program,80-185 109-5 353-7,3.094
ADMI96,FATU124,3,3,8,52,0.375,55.46,1.59,1,program->program,87-11 88-0 802-0,3.094
ESTO56,ESTO64,3,3,8,4,0.375,720.94,1.6,0,program->program,174-0 175-0 193-4,3.094
EPRO26,ESTO98,3,3,8,3,0.375,961.25,1.6,1,program->program,244-5 469-0 497-7,3.094
CFAB30,CFAB17,3,3,8,23,0.375,125.38,1.6,0,program->program,918-0 921-1 961-0,3.094
CFAB30,CFAB7,3,3,8,38,0.375,75.89,1.59,0,program->program,918-0 921-1 961-0,3.094
CFAB30,COMP5,3,3,8,46,0.375,62.69,1.59,1,program->program,918-0 921-0 961-0,3.094
CFAB30,ESTO13,3,3,8,30,0.375,96.12,1.59,1,program->program,918-0 921-0 961-0,3.094
ESTO2,FATU3,9,8,30,211,0.3,10.93,1.39,1,program->program,181-1 194-18 212-120,3.092
CFAB2,FATU2,42,40,193,316,0.218,5.3,1.23,1,program->program,74-1 133-1 213-114,3.048
CFAB22,CFAB65,4,3,12,23,0.333,111.45,1.5,0,program->program,89-108 91-1 454-35,3.025
PEDI138,PEDI127,4,3,12,19,0.333,134.91,1.5,0,program->program,891-1 897-1 899-6,3.025
ESTO73,ESTO4,7,7,31,61,0.226,28.47,1.28,0,program->program,152-6 174-18 175-0,3.015
PEDI73,PEDI4,4,3,9,158,0.444,21.63,1.76,0,program->program,257-49 258-25 662-2,3.0
ADMI18,ESTO7,3,3,5,308,0.6,14.98,2.4,1,program->program,194-20 274-12 620-31,2.999
PEDI44,PEDI4,25,13,111,158,0.225,10.96,1.26,0,program->program,9-0 159-13 211-32,2.989
ADMI102,FATU2,5,4,11,316,0.455,11.06,1.76,1,program->program,15-0 88-15 799-2,2.979
ADMI101,FATU2,3,3,5,316,0.6,14.6,2.4,1,program->program,88-0 799-4 802-0,2.973
RECE22,FATU2,3,3,5,316,0.6,14.6,2.4,1,program->program,151-19 269-1 327-16,2.973
