program;description;menu name;type;auto description (for reference)
CFAB173;;Cartão Ponto Funcionário;Programa;CFAB173 – Cartão Ponto Funcionário. Tipo: Programa. Documentos: Cadastro de Funcionários para Apontamentos – CFAB173.
CFAB150;;Emissão Cartão Componente - LOGOTIPO;Relatório;CFAB150 – Emissão Cartão Componente - LOGOTIPO. Tipo: Relatório.
PEDI136;;Etiqueta KILDARE;Relatório;PEDI136 – Etiqueta KILDARE. Tipo: Relatório. Variações no menu: 10.
CFAB180;;Composição Plano Produção p/ Ordem de Fabricação;Relatório;CFAB180 – Composição Plano Produção p/ Ordem de Fabricação. Tipo: Relatório.
CFAB120;;Conferência Etiqueta X Rótulo;Programa;CFAB120 – Conferência Etiqueta X Rótulo. Tipo: Programa. Documentos: Conferência Etiqueta X Rótulo – CFAB120.
CFAB124;;Emissão Lote;Relatório;CFAB124 – Emissão Lote. Tipo: Relatório.
CFAB171;;Emissão Lote com processos;Relatório;CFAB171 – Emissão Lote com processos. Tipo: Relatório. Variações no menu: Emissão de Lotes + Processos.
CFAB140;;Emissão Ordem de Fabricação;Relatório;CFAB140 – Emissão Ordem de Fabricação. Tipo: Relatório. Variações no menu: 11 OF CFAB140.
CFAB137;;Emissão Ordem de Fabricação;Relatório;CFAB137 – Emissão Ordem de Fabricação. Tipo: Relatório. Variações no menu: 01 OF CFAB37.
CFAB164;;relatório;Relatório;CFAB164 – relatório. Tipo: Relatório.
CFAB188;;Emissão Ordem de Fabricação;Relatório;CFAB188 – Emissão Ordem de Fabricação. Tipo: Relatório.
CFAB172;;Emissão Ordem de Fabricação;Relatório;CFAB172 – Emissão Ordem de Fabricação. Tipo: Relatório.
CFAB14;;Apontamento de Ordens de Fabricação (Tiras Palmisurf);Programa;CFAB14 – Apontamento de Ordens de Fabricação (Tiras Palmisurf). Tipo: Programa.
CFAB178;;Emissão de Plano de Produção - VPS;Programa;CFAB178 – Emissão de Plano de Produção - VPS. Tipo: Programa. Termos frequentes: agrupamento de dados, plano produto. Documentos: Emissão Plano de Produção – CFAB178.
CFAB26;;Emissão Talão Auxiliar;Programa;CFAB26 – Emissão Talão Auxiliar. Tipo: Programa. Variações no menu: Emissão Talão Auxiliar PLANET. Documentos: Emissão Talão Auxiliar – CFAB26.
EPRO78;;Componente Multi Seleção B2B;Programa;EPRO78 – Componente Multi Seleção B2B. Tipo: Programa.
EPRO62;;Emissão Etiquetas Produto;Programa;EPRO62 – Emissão Etiquetas Produto. Tipo: Programa.
EPRO107;;Integração GS1;Programa;EPRO107 – Integração GS1. Tipo: Programa.
CFAB50;;Observação de Ordem de Fabricação;Programa;CFAB50 – Observação de Ordem de Fabricação. Tipo: Programa. Documentos: Observação de Ordem de Fabricação – CFAB50.
MPSP84;;Posição de Saldos por Plano e Cliente;Relatório;MPSP84 – Posição de Saldos por Plano e Cliente. Tipo: Relatório.
MPSP52;;Relatório Mapa de Entregas;Programa;MPSP52 – Relatório Mapa de Entregas. Tipo: Programa. Documentos: Relatório Mapa de Entregas – MPSP52.
MPSP53;;Mapa de Entregas;Relatório;MPSP53 – Mapa de Entregas. Tipo: Relatório.
CEXC51;;Plano Mestre de Produção;Relatório;CEXC51 – Plano Mestre de Produção. Tipo: Relatório.
CEXC84;;Plano Mestre de Produção;Relatório;CEXC84 – Plano Mestre de Produção. Tipo: Relatório.
MPSP67;;Relatório Plano Mestre de Produção com Posição Abastecimento;Programa;MPSP67 – Relatório Plano Mestre de Produção com Posição Abastecimento. Tipo: Programa. Documentos: Relatório Plano Mestre de Produção com Posição Abastecimento – MPSP67.
MPSP51;;Relatório Plano Mestre de Produção Datas por Roteiro;Programa;MPSP51 – Relatório Plano Mestre de Produção Datas por Roteiro. Tipo: Programa. Documentos: Relatório Plano Mestre de Produção Datas por Roteiro – MPSP51.
MPSP41;;Relatório Plano Mestre de Produção por Plano de Produção;Programa;MPSP41 – Relatório Plano Mestre de Produção por Plano de Produção. Tipo: Programa.
MPSP70;;Plano Mestre de Produção por Modelo - Recurso (NOVO);Relatório;MPSP70 – Plano Mestre de Produção por Modelo - Recurso (NOVO). Tipo: Relatório.
CFAB74;;;;CFAB74.
CFAB84;;Relatório Produto por Grupo Cliente/Plano/Pedido;Relatório;CFAB84 – Relatório Produto por Grupo Cliente/Plano/Pedido. Tipo: Relatório.
CFAB141;;Relatório Produto por Plano/Construção/Modelo/Produto;Relatório;CFAB141 – Relatório Produto por Plano/Construção/Modelo/Produto. Tipo: Relatório.
CFAB142;;Relatório Resumo Produção - Gass;Programa;CFAB142 – Relatório Resumo Produção - Gass. Tipo: Programa. Documentos: Relatório Resumo Produção por Processo – CFAB142.
CFAB153;;Relatório Resumo Produção por Turno;Programa;CFAB153 – Relatório Resumo Produção por Turno. Tipo: Programa. Documentos: Relatório Resumo Produção por Turno – CFAB153.
MPSP36;;Relatório Plano Mestre de Produção por Modelo (+PROCESSOS);Programa;MPSP36 – Relatório Plano Mestre de Produção por Modelo (+PROCESSOS). Tipo: Programa.
MPSP18;;Plano Mestre de Produção com Complemento;Relatório;MPSP18 – Plano Mestre de Produção com Complemento. Tipo: Relatório.
FATU173;;Relatório de Encaixotamento;Relatório;"FATU173 – Relatório de Encaixotamento. Tipo: Relatório. Variações no menu: 2; Rotulos; Corrugados."
FATU90;;Comprovante Retenção Compra - EQUADOR;Relatório;"FATU90 – Comprovante Retenção Compra - EQUADOR. Tipo: Relatório. Variações no menu: Relatório Corrugado; Corrugados."
FATU86;;Emissão Rótulos ( AB );Relatório;FATU86 – Emissão Rótulos ( AB ). Tipo: Relatório.
EPRO75;;Etiquetas Frigorífico;Programa;EPRO75 – Etiquetas Frigorífico. Tipo: Programa. Termos frequentes: etiqueta embalagem, nobre. Documentos: Etiquetas Frigorífico – EPRO75.
RECE52;;Relatório;Relatório;RECE52 – Relatório. Tipo: Relatório.
CEXC9;;Relatório de Reetiquetamento;Programa;CEXC9 – Relatório de Reetiquetamento. Tipo: Programa.
CFAB170;;Analise de Compras Matéria-Prima Couro / Fornecedor;Relatório;CFAB170 – Analise de Compras Matéria-Prima Couro / Fornecedor. Tipo: Relatório.
CPRO8;;Relatório Análise ABC de Eventos;Programa;"CPRO8 – Relatório Análise ABC de Eventos. Tipo: Programa. Variações no menu: Relatório Análise ABC de Eventos 64Bits; Relatório Análise ABC de Eventos (Crisitano); Relatório Análise ABC de Eventos - Painel de Abate."
CPRO6;;Relatório Análise de Eventos;Relatório;CPRO6 – Relatório Análise de Eventos. Tipo: Relatório.
PEDI13;;Transferência de Reserva;Programa;PEDI13 – Transferência de Reserva. Tipo: Programa.
PEDI50;;Emissão de Etiqueta Avulsa por Produto - OPN;Programa;PEDI50 – Emissão de Etiqueta Avulsa por Produto - OPN. Tipo: Programa. Documentos: Emissão de Etiqueta Avulsa por Produto – OPN - PEDI50.
PEDI51;;Etiqueta Avulsa por Produto - OPN;Relatório;PEDI51 – Etiqueta Avulsa por Produto - OPN. Tipo: Relatório.
PEDI63;;Emissão de Etiqueta Guante;Relatório;PEDI63 – Emissão de Etiqueta Guante. Tipo: Relatório.
PEDI141;;Pedido de Venda;Relatório;PEDI141 – Pedido de Venda. Tipo: Relatório.
PEDI143;;Emissão de Etiqueta - Sunset;Relatório;PEDI143 – Emissão de Etiqueta - Sunset. Tipo: Relatório.
PEDI153;;Emissão de Etiqueta Guante;Relatório;PEDI153 – Emissão de Etiqueta Guante. Tipo: Relatório.
PEDI74;;;;PEDI74.
PEDI82;;Emissão de Etiqueta;Relatório;"PEDI82 – Emissão de Etiqueta. Tipo: Relatório. Variações no menu: Emissão de Etiqueta Guante; Emissão de Etiqueta Wishin."
PEDI43;;Gera Pedido de Venda - EDI Padrão VALE;Programa;PEDI43 – Gera Pedido de Venda - EDI Padrão VALE. Tipo: Programa.
PEDI76;;Configuração de Parâmetros de Importação de Pedidos (Diversas Marcas) validar lista de preço;Programa;PEDI76 – Configuração de Parâmetros de Importação de Pedidos (Diversas Marcas) validar lista de preço. Tipo: Programa.
PEDI114;;Cancelamento de Entrega Pedido;Relatório;PEDI114 – Cancelamento de Entrega Pedido. Tipo: Relatório.
VEND81;;Classe Regra Comissão;Programa;VEND81 – Classe Regra Comissão. Tipo: Programa.
ADMI14;;Regiões;Programa;ADMI14 – Regiões. Tipo: Programa.
CEXC1001;;Movimentações da Interface;Programa;"CEXC1001 – Movimentações da Interface. Tipo: Programa. Variações no menu: Movimentações da Interface - MIGRAÇÃO; Movimentações da Interface - NEGOTTI; Movimentações da Interface - MALU."
PEDI53;;Status de Entrega;Programa;PEDI53 – Status de Entrega. Tipo: Programa. Documentos: Status de Entrega – PEDI53.
PEDI67;;Relatório Acompanhamento Estoque Futuro;Programa;PEDI67 – Relatório Acompanhamento Estoque Futuro. Tipo: Programa. Documentos: Relatório Acompanhamento Estoque Futuro – PEDI67.
VEND130;;Relatório de Pedidos e Posição de Embarques;Programa;VEND130 – Relatório de Pedidos e Posição de Embarques. Tipo: Programa. Documentos: Relatório de Pedidos e Posição de Embarques – VEND130.
PEDI61;;Relatório Pedidos para Encaixotamento p/ O.F. - Gass;Relatório;PEDI61 – Relatório Pedidos para Encaixotamento p/ O.F. - Gass. Tipo: Relatório.
PEDI33;;Relatório Pedidos por Grade (Produto);Relatório;PEDI33 – Relatório Pedidos por Grade (Produto). Tipo: Relatório.
PEDI32;;Relatório Pedidos por Grade (Pedido);Relatório;PEDI32 – Relatório Pedidos por Grade (Pedido). Tipo: Relatório.
PEDI140;;Relatório Pedidos Prontos para Faturar;Relatório;PEDI140 – Relatório Pedidos Prontos para Faturar. Tipo: Relatório.
VEND104;;Relatório Resumo Vendas e Estoque;Relatório;VEND104 – Relatório Resumo Vendas e Estoque. Tipo: Relatório.
ADMI45;;Configurador de Campos Ficha Técnica - IVendre;Programa;ADMI45 – Configurador de Campos Ficha Técnica - IVendre. Tipo: Programa.
CPRO16;;Plano de Inspeção;Programa;CPRO16 – Plano de Inspeção. Tipo: Programa.
ADMI1255;;;;ADMI1255.
PREC24;;Lançamento Recurso;Programa;"PREC24 – Lançamento Recurso. Tipo: Programa. Variações no menu: Lançamento Recurso Efetivo; Lançamento Recurso Previsto."
PREC10;;Tipo de Eventos;Programa;PREC10 – Tipo de Eventos. Tipo: Programa.
VEND25;;Combo de Venda;Programa;VEND25 – Combo de Venda. Tipo: Programa. Documentos: Combo de Venda - VEND25.
ADMI235;;Cadastro de Comissões;Programa;ADMI235 – Cadastro de Comissões. Tipo: Programa. Variações no menu: Comissões.
VEND38;;Regras;Programa;"VEND38 – Regras. Tipo: Programa. Variações no menu: Regras Precificação; Regras de Precificação."
VEND89;;Planejamento de Vendas;Programa;VEND89 – Planejamento de Vendas. Tipo: Programa.
VEND59;;Ranking de Vendas;Programa;VEND59 – Ranking de Vendas. Tipo: Programa. Documentos: Ranking de Vendas – VEND59.
VEND128;;Ajuste Lista de Preço;Programa;VEND128 – Ajuste Lista de Preço. Tipo: Programa. Termos frequentes: reajuste. Documentos: Reajuste Lista de Preço – Detalhado - VEND128.
COMP8;;Posição de Entregas;Relatório;COMP8 – Posição de Entregas. Tipo: Relatório.
COMP74;;Envio de E-mail de Pedidos de Compras;Programa;COMP74 – Envio de E-mail de Pedidos de Compras. Tipo: Programa. Documentos: Envio de E-mail de Pedidos de Compras – COMP74.
COMP76;;COMP76 TESTE;Relatório;"COMP76 – COMP76 TESTE. Tipo: Relatório. Variações no menu: Relatório Orçamento; COMP76 TST; COMP76."
COMP45;;Cancelamento Saldo Solicitações de Pedidos;Programa;COMP45 – Cancelamento Saldo Solicitações de Pedidos. Tipo: Programa.
COMP71;;Relatório Plano de Necessidades de Compras por Plano de Produção;Relatório;COMP71 – Relatório Plano de Necessidades de Compras por Plano de Produção. Tipo: Relatório. Variações no menu: Relatório Plano de Necessidades de Compras por Plano de Produção - MCM.
TERC7;;Posição Remessa para Industrialização (Saldo);Relatório;"TERC7 – Posição Remessa para Industrialização (Saldo). Tipo: Relatório. Variações no menu: Posição Remessa/Retorno CADEIN; Posição Remessa/Retorno Imagem CADEIN; Posição Remessa para Industrialização."
TERC6;;Posição Remessa para Industrialização;Relatório;"TERC6 – Posição Remessa para Industrialização. Tipo: Relatório. Variações no menu: Posição Remessa para Industrialização (Saldo); Posição Remessa/Retorno CADEIN; Posição Remessa/Retorno Imagem CADEIN."
ADMI266;;Importação NCM;Programa;ADMI266 – Importação NCM. Tipo: Programa. Documentos: Importação NCM – ADMI266.
ADMI162;;Serviço Inspeção;Programa;ADMI162 – Serviço Inspeção. Tipo: Programa.
ADMI120;;Log por Transportadoras;Programa;ADMI120 – Log por Transportadoras. Tipo: Programa.
ADMI21;;Moedas;Programa;ADMI21 – Moedas. Tipo: Programa.
PREC22;;Aplicação/Restrição;Programa;PREC22 – Aplicação/Restrição. Tipo: Programa. Documentos: Aplicação_Restrição – PREC22.
PREC1;;Turnos;Programa;PREC1 – Turnos. Tipo: Programa.
EPRO015;;;;EPRO015.
CPRO9;;Relatório Análise ABC de Eventos;Relatório;CPRO9 – Relatório Análise ABC de Eventos. Tipo: Relatório.
CPRO21;;Lançamentos Resumidos;Programa;CPRO21 – Lançamentos Resumidos. Tipo: Programa. Documentos: Lançamentos Resumidos – CPRO21.
MIND19;;Vínculo Origem/Operação - Faturamento/Recebimento;Programa;MIND19 – Vínculo Origem/Operação - Faturamento/Recebimento. Tipo: Programa. Documentos: Vínculo Origem_Operação - MIND19.
MIND21;;Relatório Controle Locação;Relatório;MIND21 – Relatório Controle Locação. Tipo: Relatório.
MIND12;;Relatório Localização Máquinas/Acessórios;Programa;MIND12 – Relatório Localização Máquinas/Acessórios. Tipo: Programa.
MIND02;;;;MIND02.
ADMI31;;Termos Internacionais de Comércio;Programa;ADMI31 – Termos Internacionais de Comércio. Tipo: Programa.
CUST21;;Previsão de Resultado;Programa;CUST21 – Previsão de Resultado. Tipo: Programa. Termos frequentes: previsão de resultados. Documentos: Previsão de Resultado – CUST21.
CUST25;;Custeio Integrado;Programa;CUST25 – Custeio Integrado. Tipo: Programa. Documentos: Relatório Custeio Integrado - CUST25.
CLAB7;;Tipos de Análises;Programa;CLAB7 – Tipos de Análises. Tipo: Programa.
ADMI73;;Controle de Patch;Programa;ADMI73 – Controle de Patch. Tipo: Programa.
ESTO166;;Relatório Posição Estoque de Materiais em Produtos em Fabricação e Prontos.;Programa;ESTO166 – Relatório Posição Estoque de Materiais em Produtos em Fabricação e Prontos.. Tipo: Programa.
FATU81;;Consulta e Cancelamento do MDF-e;Programa;FATU81 – Consulta e Cancelamento do MDF-e. Tipo: Programa.
CREC90;;Geração Nota de Renegociação;Programa;CREC90 – Geração Nota de Renegociação. Tipo: Programa.
CREC32;;Transformação de Documentos;Programa;CREC32 – Transformação de Documentos. Tipo: Programa.
CFAB190;;;;CFAB190.
FATU11;;Relatório Imposto;Relatório;FATU11 – Relatório Imposto. Tipo: Relatório.
CONT53;;Relatório Estruturação Contábil;Programa;CONT53 – Relatório Estruturação Contábil. Tipo: Programa.
ESTO68;;Relatório de Produtos em Fabricação por Modelo;Relatório;ESTO68 – Relatório de Produtos em Fabricação por Modelo. Tipo: Relatório.
CONT18;;Balancete Movimento Mensal;Relatório;CONT18 – Balancete Movimento Mensal. Tipo: Relatório.
CONT54;;Relatório Estruturação Contábil;Relatório;CONT54 – Relatório Estruturação Contábil. Tipo: Relatório.
CEXC19;;Relatório de Pedidos a Produzir;Programa;CEXC19 – Relatório de Pedidos a Produzir. Tipo: Programa.
ADMI206;;Recálculo Conhecimento de Frete;Programa;ADMI206 – Recálculo Conhecimento de Frete. Tipo: Programa.
ADMI103;;Transportadoras;Programa;ADMI103 – Transportadoras. Tipo: Programa.
ADMI68;;Manutanção Base de Dados Leti;Programa;ADMI68 – Manutanção Base de Dados Leti. Tipo: Programa. Variações no menu: Manutenção Base de Dados.
FATU184;;Relatório Controle de Saldo Industrialização Empenhado por Remetente;Programa;FATU184 – Relatório Controle de Saldo Industrialização Empenhado por Remetente. Tipo: Programa.
FATU190;;Gera Arquivo Agregar RS;Programa;FATU190 – Gera Arquivo Agregar RS. Tipo: Programa.
ADMI100;;Importação Dados de Notas Fiscais - NOTFIS;Programa;ADMI100 – Importação Dados de Notas Fiscais - NOTFIS. Tipo: Programa.
CPAG4;;Operações contas a;Programa;"CPAG4 – Operações contas a. Tipo: Programa. Variações no menu: Operações contas a receber; Operações contas a pagar; Operações."
RHUM4;;Responsável pela Monitoração Biológica;Programa;RHUM4 – Responsável pela Monitoração Biológica. Tipo: Programa.
LFIS124;;Tabela de Informações Adicionais da Apuração - E115;Programa;LFIS124 – Tabela de Informações Adicionais da Apuração - E115. Tipo: Programa.
RHUM6;;Atividades;Programa;RHUM6 – Atividades. Tipo: Programa.
RHUM7;;Cargos;Programa;RHUM7 – Cargos. Tipo: Programa.
FPAG8;;Exames de Saúde;Programa;FPAG8 – Exames de Saúde. Tipo: Programa.
FPAG1;;Vale Transporte;Programa;FPAG1 – Vale Transporte. Tipo: Programa.
CONT3;;Registros Contábeis;Programa;CONT3 – Registros Contábeis. Tipo: Programa.
ADMI2322;;;;ADMI2322.
ADMI75;;Ocorrências/Pendências;Relatório;ADMI75 – Ocorrências/Pendências. Tipo: Relatório.
ADMI74;;Ocorrências/Pendências;Programa;ADMI74 – Ocorrências/Pendências. Tipo: Programa.
CONT50;;Geração SPED - ECD (Escrituração Contábil Digital);Programa;CONT50 – Geração SPED - ECD (Escrituração Contábil Digital). Tipo: Programa.
LFIS72;;Geração SPED - EFD Contribuições (PIS/Cofins);Programa;LFIS72 – Geração SPED - EFD Contribuições (PIS/Cofins). Tipo: Programa.
ADMI130;;Classe de Representantes;Programa;ADMI130 – Classe de Representantes. Tipo: Programa.
EPRO96;;Informações Técnicas;Programa;EPRO96 – Informações Técnicas. Tipo: Programa.
EPRO98;;Ocasiões de Uso;Programa;EPRO98 – Ocasiões de Uso. Tipo: Programa.
EPRO97;;Informações Comerciais;Programa;EPRO97 – Informações Comerciais. Tipo: Programa.
ADMI112;;Log de Erros - Importação NEGOTTI;Relatório;ADMI112 – Log de Erros - Importação NEGOTTI. Tipo: Relatório. Variações no menu: Importação de Arquivo Controle Rotativo Inventário.
CFAB6;;Resumo Produção Recurso;Relatório;CFAB6 – Resumo Produção Recurso. Tipo: Relatório. Variações no menu: Resumo Produção Recurso - Com Grade.
CFAB184;;Relatório;Relatório;CFAB184 – Relatório. Tipo: Relatório.
CFAB100;;Plano de Corte - INOPROD;Programa;CFAB100 – Plano de Corte - INOPROD. Tipo: Programa.
CFAB161;;Etiqueta Apontamento Metrixer;Relatório;CFAB161 – Etiqueta Apontamento Metrixer. Tipo: Relatório.
EPRO42;;Alteração Lista Material de Produtos;Relatório;EPRO42 – Alteração Lista Material de Produtos. Tipo: Relatório.
EPRO41;;Relatório de Produtos;Relatório;EPRO41 – Relatório de Produtos. Tipo: Relatório.
ESTO87;;Relatório Análise de Rendimentos;Programa;ESTO87 – Relatório Análise de Rendimentos. Tipo: Programa. Variações no menu: Relatório Análise de Rendimentos - 64 bits.
FATU03;;;;FATU03.
CEXC1078;;Faixa de Rendimento;Programa;CEXC1078 – Faixa de Rendimento. Tipo: Programa.
CEXC1079;;Relatório Controle Geral de Rendimentos;Programa;CEXC1079 – Relatório Controle Geral de Rendimentos. Tipo: Programa.
CFAB06;;;;CFAB06.
EPRO134;;;;EPRO134.
CLAB20;;Relatório Consulta de Amostra (PEDIDO);Relatório;CLAB20 – Relatório Consulta de Amostra (PEDIDO). Tipo: Relatório.
CFAB60;;Procedências;Programa;CFAB60 – Procedências. Tipo: Programa.
CFAB15;;Estorno Apontamento de Ordens de Fabricação;Programa;CFAB15 – Estorno Apontamento de Ordens de Fabricação. Tipo: Programa.
CEXT8;;Local de Embarque/Desembarque;Programa;CEXT8 – Local de Embarque/Desembarque. Tipo: Programa.
ESTO106;;Ajuste Transito;Programa;ESTO106 – Ajuste Transito. Tipo: Programa. Documentos: Ajuste Transito – ESTO106.
CEXC1108;;Relatório;Relatório;CEXC1108 – Relatório. Tipo: Relatório.
CEXC1095;;Relatório;Programa;"CEXC1095 – Relatório. Tipo: Programa. Variações no menu: Relatório Demonstrativo de Comissões; Relatório Requisições - NF Fatura Exportação."
CUST18;;Conciliação de Estoque com Custeio Integrado;Programa;CUST18 – Conciliação de Estoque com Custeio Integrado. Tipo: Programa.
ESTO70;;Relatório Unidade Armazenamento;Relatório;ESTO70 – Relatório Unidade Armazenamento. Tipo: Relatório.
ESTO58;;Relatório Revisão;Programa;"ESTO58 – Relatório Revisão. Tipo: Programa. Variações no menu: Relatório Revisão Produto Inventariado - CRI; Relatório Revisão Inventário - CRI."
EPRO24;;Estrutura do Produto;Relatório;EPRO24 – Estrutura do Produto. Tipo: Relatório.
CEXC1085;;Importar Apontamentos - CRI;Programa;"CEXC1085 – Importar Apontamentos - CRI. Tipo: Programa. Variações no menu: Importação de Arquivo Controle Rotativo Inventário; Importa Arquivo CRI."
EPRO4;;Largura;Programa;EPRO4 – Largura. Tipo: Programa.
CFAB49;;Consulta Custeio Ordem de Fabricação;Programa;CFAB49 – Consulta Custeio Ordem de Fabricação. Tipo: Programa. Variações no menu: Consulta Custeio. Documentos: Custeio - Consulta Custeio - CFAB49.
CFAB37;;Consulta Custeio - Detalhes - CAFB37;Programa;CFAB37 – Consulta Custeio - Detalhes - CAFB37. Tipo: Programa.
CONT24;;Livro Razão;Relatório;CONT24 – Livro Razão. Tipo: Relatório.
CONT23;;Livro Razão;Programa;CONT23 – Livro Razão. Tipo: Programa.
CONT37;;Classe de Custos;Programa;CONT37 – Classe de Custos. Tipo: Programa.
CONT38;;Método Distribuição/Rateio;Programa;CONT38 – Método Distribuição/Rateio. Tipo: Programa.
CONT6;;Plano de Contas;Programa;CONT6 – Plano de Contas. Tipo: Programa. Variações no menu: Plano de Contas - Flexfields.
CONT52;;Estruturação;Programa;"CONT52 – Estruturação. Tipo: Programa. Variações no menu: Estruturação Relatórios Contábeis; Estruturação de Relatórios por Conta Orçamentária."
CONT39;;Classe de Custos por Plano de Contas Mestre;Programa;CONT39 – Classe de Custos por Plano de Contas Mestre. Tipo: Programa.
ESTO111;;Relatório Emissão de Lote;Relatório;ESTO111 – Relatório Emissão de Lote. Tipo: Relatório. Variações no menu: Emissão de Lote.
ESTO28;;Emissão de Requisições - Matricial;Relatório;ESTO28 – Emissão de Requisições - Matricial. Tipo: Relatório.
ESTO041;;;;ESTO041.
ESTO46;;Relatório de Produtos em Fabricação;Relatório;ESTO46 – Relatório de Produtos em Fabricação. Tipo: Relatório.
ESTO29;;Emissão de Requisições - Gráfico;Relatório;ESTO29 – Emissão de Requisições - Gráfico. Tipo: Relatório.
ADMI29;;Unidade de Negócio;Programa;ADMI29 – Unidade de Negócio. Tipo: Programa.
ESTO150;;Plano Abastecimento Materiais - Lançamento de Requisição;Relatório;ESTO150 – Plano Abastecimento Materiais - Lançamento de Requisição. Tipo: Relatório. Variações no menu: Plano Abastecimento Materiais - Requisição.
CEXC1022;;Relatório Posição de;Programa;"CEXC1022 – Relatório Posição de. Tipo: Programa. Variações no menu: Relatório Posição de Pedidos; Relatório Posição de Pedido para Embarque."
RECE27;;;;RECE27.
RECE10;;;;RECE10.
FATU39;;Gera Notas Fiscais de Crédito;Programa;FATU39 – Gera Notas Fiscais de Crédito. Tipo: Programa.
FATU117;;Relatório de Ocorrências de Faturamento;Relatório;FATU117 – Relatório de Ocorrências de Faturamento. Tipo: Relatório. Variações no menu: Log de estoque.
ADMI11;;Unidade Federativa;Programa;ADMI11 – Unidade Federativa. Tipo: Programa.
ADMI12;;País;Programa;ADMI12 – País. Tipo: Programa.
RECE23;;Consulta Notas Fiscais Sem Chave;Programa;RECE23 – Consulta Notas Fiscais Sem Chave. Tipo: Programa.
CONT10;;Configuração Origem Contas Contábeis;Programa;CONT10 – Configuração Origem Contas Contábeis. Tipo: Programa.
FATU72;;Relatório Nota de Devolução - Matricial;Relatório;FATU72 – Relatório Nota de Devolução - Matricial. Tipo: Relatório. Variações no menu: Controle de Carga por Romaneio/NF Saída.
ADMI166;;Cria Sinônimos;Programa;ADMI166 – Cria Sinônimos. Tipo: Programa.
ADMI142;;Configuração Caracteres Especiais;Programa;ADMI142 – Configuração Caracteres Especiais. Tipo: Programa.
FATU23;;Gera Notas Fiscais Conta e Ordem Triangular;Programa;FATU23 – Gera Notas Fiscais Conta e Ordem Triangular. Tipo: Programa.
FATU255;;;;FATU255.
FATU161;;Relatório Notas Fiscais Matricial - Tecnocalza;Relatório;FATU161 – Relatório Notas Fiscais Matricial - Tecnocalza. Tipo: Relatório.
ESTO84;;Solicitantes;Programa;ESTO84 – Solicitantes. Tipo: Programa.
ESTO127;;Relatório Análise Consumo Previsto x Realizado (Produto/Solicitante);Relatório;ESTO127 – Relatório Análise Consumo Previsto x Realizado (Produto/Solicitante). Tipo: Relatório.
ESTO50;;Relatório Análise Estoque - ESTO50;Relatório;ESTO50 – Relatório Análise Estoque - ESTO50. Tipo: Relatório. Variações no menu: Relatório Análise Estoque - ESTO50_POR_EMPRESA.
ESTO140;;Relatório de Acompanhamento de Estoque;Programa;ESTO140 – Relatório de Acompanhamento de Estoque. Tipo: Programa. Documentos: Relatório de Acompanhamento de Estoque – ESTO140.
CEXC31;;Relatório de Lançamentos;Programa;"CEXC31 – Relatório de Lançamentos. Tipo: Programa. Variações no menu: Relatório de Lançamentos - Kardex; Relatório de Lançamentos - Somente Depósito; Relatório Kardex - Nimo. Documentos: Relatório de Lançamentos – Kardex - CEXC31."
ESTO152;;Relatório Lançamentos por Produto;Relatório;ESTO152 – Relatório Lançamentos por Produto. Tipo: Relatório.
ESTO114;;Relatório Plano Abastecimento Materiais;Relatório;ESTO114 – Relatório Plano Abastecimento Materiais. Tipo: Relatório.
ESTO53;;Relatório Posição de Estoque por SKU/Lote;Relatório;ESTO53 – Relatório Posição de Estoque por SKU/Lote. Tipo: Relatório.
ESTO153;;Relatório Posição Estoque sem Reserva;Relatório;ESTO153 – Relatório Posição Estoque sem Reserva. Tipo: Relatório.
ESTO145;;Relatório Posição Estoque;Relatório;ESTO145 – Relatório Posição Estoque. Tipo: Relatório.
LFIS85;;Relatório Vendas por NCM;Programa;LFIS85 – Relatório Vendas por NCM. Tipo: Programa.
ESTO74;;Relatório Posição Estoque Comparativo;Programa;ESTO74 – Relatório Posição Estoque Comparativo. Tipo: Programa.
ESTO75;;Relatório Posição Estoque Comparativo;Relatório;ESTO75 – Relatório Posição Estoque Comparativo. Tipo: Relatório.
ESTO55;;Relatório Posição de Estoque por SKU/Lote;Relatório;ESTO55 – Relatório Posição de Estoque por SKU/Lote. Tipo: Relatório.
RECE36;;Recebimento de Retornos de Empresas do Mesmo Grupo;Programa;RECE36 – Recebimento de Retornos de Empresas do Mesmo Grupo. Tipo: Programa.
FATU103;;Retornos de Remessa Industrialização de Empresas do Mesmo Grupo;Programa;FATU103 – Retornos de Remessa Industrialização de Empresas do Mesmo Grupo. Tipo: Programa.
CEXC63;;Solicitação de Necessidade de Materiais sem Plano Produção;Programa;CEXC63 – Solicitação de Necessidade de Materiais sem Plano Produção. Tipo: Programa.
ESTO147;;Relatório Transferência entre Localizações - Múltiplos Produtos;Programa;ESTO147 – Relatório Transferência entre Localizações - Múltiplos Produtos. Tipo: Programa.
PEDI38;;Relatório Notas Fiscais Matricial;Relatório;PEDI38 – Relatório Notas Fiscais Matricial. Tipo: Relatório.
FATU97;;Aluguel de Produtos;Programa;FATU97 – Aluguel de Produtos. Tipo: Programa.
