program;description;menu name;type;auto description (for reference)
VEND107;;Relatório Planejamento de Materiais Diário (NOVO);Programa;VEND107 – Relatório Planejamento de Materiais Diário (NOVO). Tipo: Programa. Variações no menu: Relatório Planejamento de Materiais Diário (NOVO) - VEND108. Termos frequentes: compras relatórios planejamento, controle de produtos, equivalentes, rotina nova planejamento. Documentos: Relatório Planejamento de Materiais Diário – VEND107.
COMP9;;Pedidos de Compra;Relatório;"COMP9 – Pedidos de Compra. Tipo: Relatório. Variações no menu: Pedido Compra; Pedido de Compra - Exportação; Pedidos de Compra C Ficha Tecnica."
COMP24;;Controle Industrialização;Programa;COMP24 – Controle Industrialização. Tipo: Programa. Variações no menu: Controle Industrialização 64B. Documentos: Relatório Controle de Industrialização - COMP24.
ADMI230;;Log - Consulta;Programa;ADMI230 – Log - Consulta. Tipo: Programa. Documentos: parte_01.
PREC19;;Relatório Eficiência;Relatório;PREC19 – Relatório Eficiência. Tipo: Relatório.
MIND14;;Vínculo Situação/Operação - Faturamento/Recebimento;Programa;MIND14 – Vínculo Situação/Operação - Faturamento/Recebimento. Tipo: Programa. Documentos: Vínculo Situação_Operação - Faturamento_Recebimento-MIND14.
ADMI19;;Condições de Pagamento;Programa;ADMI19 – Condições de Pagamento. Tipo: Programa. Documentos: Condições de Pagamento – ADMI19.
ADMI102;;Conhecimento de Frete;Programa;ADMI102 – Conhecimento de Frete. Tipo: Programa.
CFAB87;;Relatório;Programa;"CFAB87 – Relatório. Tipo: Programa. Variações no menu: Relatório Produção Diário; Relatório de Produção Diário. Termos frequentes: fábrica relatórios gerenciais, relatório de produção, unidade de media, turno, produção diário. Documentos: Relatório Produção Diário – CFAB87; Chão de Fábrica WEB."
CFAB23;;Exclusão Apontamento de Rótulos (Processo;Programa;"CFAB23 – Exclusão Apontamento de Rótulos (Processo. Tipo: Programa. Variações no menu: Exclusão Apontamento de Rótulos - Processo 79; Exclusão Apontamento de Rótulos (Processo 1195); Exclusão Apontamento de Rótulos (ORG MARCOS) (Processo 154); Exclusão Apontamento de Rótulos ARG - Proc 246. Termos frequentes: estorno apontamento, lançamentos estorno exclusão, chão de fábrica. Documentos: Estorno Apontamento de Rótulos – CFAB23."
CFAB97;;Extrato Máquina;Relatório;CFAB97 – Extrato Máquina. Tipo: Relatório.
CUST14;;Apropriação do Custeio Integrado;Relatório;CUST14 – Apropriação do Custeio Integrado. Tipo: Relatório.
CEXT18;;Gerar Remessa para Embarque;Programa;"CEXT18 – Gerar Remessa para Embarque. Tipo: Programa. Variações no menu: Gerar Remessa para Embarque Adoc; Gerar Remessa para Embarque BRISA."
ESTO97;;Consulta Local de Armazenagem;Programa;"ESTO97 – Consulta Local de Armazenagem. Tipo: Programa. Variações no menu: Consulta Local de Armazenagem - LOTE; Consulta Local de Armazenagem - ROTULO. Documentos: Consulta Local de Armazenagem - ESTO97."
TERC9;;Emissão Extrato;Relatório;TERC9 – Emissão Extrato. Tipo: Relatório.
MPSP1;;Calendário;Programa;MPSP1 – Calendário. Tipo: Programa. Documentos: Calendário – MPSP1.
EPRO79;;Importa Código Barras - 43267;Programa;EPRO79 – Importa Código Barras - 43267. Tipo: Programa. Termos frequentes: informações no arquivo, separar as colunas, mensagem desta data. Documentos: Importador Código de Barras GTIN - EPRO79.
PEDI27;;Relatório Pedidos para Encaixotamento P/ O.F.;Relatório;PEDI27 – Relatório Pedidos para Encaixotamento P/ O.F.. Tipo: Relatório.
PREC6;;Operações;Programa;PREC6 – Operações. Tipo: Programa. Documentos: Operações - PREC6.
CONT80;;Conciliação;Programa;"CONT80 – Conciliação. Tipo: Programa. Variações no menu: Conciliação Contábil; Conciliação Estoque x Contábil. Termos frequentes: conciliação do estoque, teria um novo, geral consultas conciliação, fiscal contabilidade. Documentos: Conciliação do Estoque– CONT80 e CONT81."
RHUM9;;Funcionários;Programa;"RHUM9 – Funcionários. Tipo: Programa. Variações no menu: Funcionários (SESMT); Funcionários c/ Estab. Documentos: RHUM9."
EPRO21;;Família;Programa;"EPRO21 – Família. Tipo: Programa. Variações no menu: Família Vendas; Família Compras; Família Pré-Cálculo."
FATU107;;EMISSÃO ROTULOS POR NF - PGD;Programa;"FATU107 – EMISSÃO ROTULOS POR NF - PGD. Tipo: Programa. Variações no menu: Rótulos com NFS- PEGADA; Rótulos com Processo- PEGADA; EMISSÃO ROTULOS POR NF; EMISSÃO ROTULOS POR NF_teste DN. Documentos: Emissão Rótulos com Nota Fiscal – FATU107."
ADMI42;;Representantes;Programa;ADMI42 – Representantes. Tipo: Programa.
COMP1;;Compradores;Programa;COMP1 – Compradores. Tipo: Programa. Documentos: Compradores – COMP1.
PREC35;;Configuração de Tempo por Recurso;Programa;PREC35 – Configuração de Tempo por Recurso. Tipo: Programa. Documentos: Configuração de Tempo por Recurso – PREC35.
EPRO77;;Lista Materiais - Novo;Programa;EPRO77 – Lista Materiais - Novo. Tipo: Programa.
PEDI12;;Cópia de Pedidos de Venda;Programa;PEDI12 – Cópia de Pedidos de Venda. Tipo: Programa. Documentos: Copia de Pedidos de Venda-PEDI12.
ESTO104;;Ajuste Estoque;Programa;"ESTO104 – Ajuste Estoque. Tipo: Programa. Variações no menu: Ajuste Estoque Fisico; Ajuste Estoque Produto. Termos frequentes: senha para acessar. Documentos: Ajuste Estoque - ESTO104."
FATU119;;Gera Nota Fiscal de Saída Consignação - ARGENTINA;Programa;"FATU119 – Gera Nota Fiscal de Saída Consignação - ARGENTINA. Tipo: Programa. Variações no menu: Gera Nota Fiscal de Saída Consignação; Gera Nota Fiscal de Saída Consignação - PERU; Controle de Consignação - BFX. Documentos: Gera Nota Fiscal de Saída Consignação – FATU119."
FATU111;;Encerramento Notas Fiscais Empréstimo;Programa;"FATU111 – Encerramento Notas Fiscais Empréstimo. Tipo: Programa. Variações no menu: Encerramento Notas Fiscais Remessa; Encerramento Notas Fiscais Empréstimo/Remessa (REMESSA); Encerramento Notas Fiscais Empréstimo Obtido; Encerramento Notas Fiscais Empréstimo/Remessa (EMPRESTIMO). Termos frequentes: empréstimo remessa, kundenerp suprimentos recebimento. Documentos: Encerramento Notas Fiscais - FATU111."
FATU125;;Consulta Referências Saldo em Aberto;Programa;"FATU125 – Consulta Referências Saldo em Aberto. Tipo: Programa. Variações no menu: Consulta Referências Saldo em Aberto - Não permite recálculo; Consulta Referências Saldo em Aberto - Permite recálculo; AJUSTE SALDO. Documentos: Consulta Referências Saldos – FATU125."
VEND94;;Concessão de Comissões;Programa;VEND94 – Concessão de Comissões. Tipo: Programa.
PEDI73;;Liberação Pedidos Faturamento - Aniger;Programa;"PEDI73 – Liberação Pedidos Faturamento - Aniger. Tipo: Programa. Variações no menu: Liberação Pedidos Faturamento - Aniger - PERMITE_ROMANEIO_SEM_WMS = S; Liberação Pedidos Faturamento - Sem Estab e Local; Liberação Pedidos Faturamento - Sem Estab e Local (PERMITE_ROMANEIO_SEM_WMS = S); Liberação Pedidos Faturamento - Aniger Estab 72112."
MPSP77;;Relatório Plano Mestre de Produção por Plano, Produto e Cliente;Relatório;MPSP77 – Relatório Plano Mestre de Produção por Plano, Produto e Cliente. Tipo: Relatório. Documentos: Relatório Plano Mestre de Produção por Plano, Produto e Cliente – MPSP74 – MPSP77.
CFAB18;;Emissão Cartão Componente;Relatório;"CFAB18 – Emissão Cartão Componente. Tipo: Relatório. Variações no menu: Emissão Cartão Componente (Matricial); Emissão Cartão Componente Matricial."
CFAB44;;Plano de Corte;Programa;"CFAB44 – Plano de Corte. Tipo: Programa. Variações no menu: Plano de Corte Pegada; Plano de Corte HKZ. Documentos: Plano de Corte - CFAB44."
CFAB98;;Relatório de Produção, Estoque Intermediário e Faturamento;Programa;CFAB98 – Relatório de Produção, Estoque Intermediário e Faturamento. Tipo: Programa. Termos frequentes: stock y facturacion, recurso base planejamento, selecionados no filtro, soma das qtdes, relatório mpsp cadein, stock intermediário. Documentos: Relatório de Produção, Estoque Intermediário e Faturamento – CFAB98.
CPRO22;;Configuração de Eventos - Contra Nota;Programa;CPRO22 – Configuração de Eventos - Contra Nota. Tipo: Programa. Termos frequentes: condenas. Documentos: Rotina CPRO3,CPRO22,CPRO23,CPRO27,CPRO24,CPRO4,RECE50, Condenas, Laudos, Gera Contra Nota.
TERC14;;Pagamento de Terceiros;Programa;TERC14 – Pagamento de Terceiros. Tipo: Programa. Termos frequentes: contas a pagar, recibos, saldo do recurso, pago talleres, cuentas por pagar, romina brain. Documentos: Pagamento Terceiros - TERC14.
PEDI77;;Importação de Pedidos;Programa;"PEDI77 – Importação de Pedidos. Tipo: Programa. Variações no menu: TIPO VALIDAÇÃO 1 - Importação de Pedidos (Planet) validar lista de preço; Importação de Pedidos (VEJA) validar lista de preço; Importação de Pedidos (Puma) validar lista de preço; Importação de Pedidos (Nike) validar lista de preço."
ADMI85;;Importação de Saldos do Estoque;Programa;ADMI85 – Importação de Saldos do Estoque. Tipo: Programa. Termos frequentes: layout estoque lancamentos. Documentos: Importação de saldos do Estoque – ADMI85.
MIND31;;Relatório Custo Total por Equipamento;Relatório;MIND31 – Relatório Custo Total por Equipamento. Tipo: Relatório.
ADMI145;;Operações Coletor WEB;Programa;ADMI145 – Operações Coletor WEB. Tipo: Programa.
CUST3;;Taxa de Juros;Programa;CUST3 – Taxa de Juros. Tipo: Programa.
EPRO48;;Configuração Características Produto;Programa;EPRO48 – Configuração Características Produto. Tipo: Programa.
EPRO12;;Estruturação do Produto - Resumido;Programa;EPRO12 – Estruturação do Produto - Resumido. Tipo: Programa. Termos frequentes: cor mãe, laminados. Documentos: Estruturação do Produto – Resumido – EPRO12.
CEXT85;;Faturamento de Exportação;Programa;"CEXT85 – Faturamento de Exportação. Tipo: Programa. Variações no menu: Faturamento de Exportação - FL01; Faturamento de Exportação - MTZ; Faturamento de Exportação Completo - ESTAB_PADRAO 3; Faturamento de Exportação - MARTIN. Documentos: Faturamento de Exportação Completo – CEXT85."
FATU71;;Genera;Programa;"FATU71 – Genera. Tipo: Programa. Variações no menu: Genera Guia Remisión por Romaneio; Genera Factura 002 por Romaneio; Liberación Facturación Romaneio - Remission; Liberação Faturamento Romaneio - Factura. Termos frequentes: liberação faturamento romaneio, fatu peru. Documentos: Liberação Faturamento Romaneio - FATU71."
ADMI37;;Fornecedores;Programa;ADMI37 – Fornecedores. Tipo: Programa.
ADMI144;;Processamento de Leituras;Programa;"ADMI144 – Processamento de Leituras. Tipo: Programa. Variações no menu: Processamento de Leituras - Controle Rotativo de Inventario - CRI; Processamento de Leituras - CRI - Frigoríficos."
RECE21;;Relatório Controle de Deposito - Recebimento e Retorno;Programa;RECE21 – Relatório Controle de Deposito - Recebimento e Retorno. Tipo: Programa. Documentos: Relatório Controle de Deposito - Recebimento e Retorno – RECE21.
MPSP14;;Plano de Produção - Aniger;Programa;"MPSP14 – Plano de Produção - Aniger. Tipo: Programa. Variações no menu: Plano de Produção - Aniger VALIDA_PROCESSO_MATERIAL = N; Plano de Produção - MARTIN."
ESTO56;;Relatório;Programa;"ESTO56 – Relatório. Tipo: Programa. Variações no menu: Relatório Divergência Estoque Físico x Inventariado - CRI; Relatório Divergências Estoque Físico X Inventário. Documentos: Relatório Divergência Estoque Físico x Inventariado – CRI – ESTO56."
VEND114;;Relatório Posição de Pedidos (Detalhado);Relatório;VEND114 – Relatório Posição de Pedidos (Detalhado). Tipo: Relatório.
CPRO29;;Lançamentos - Devolução;Programa;CPRO29 – Lançamentos - Devolução. Tipo: Programa. Documentos: Lançamentos – Devolução – CPRO29.
CEXC1024;;Nota Fiscal de Entrada;Programa;"CEXC1024 – Nota Fiscal de Entrada. Tipo: Programa. Variações no menu: Nota Fiscal de Entrada - FATURA REEMISSAO; Nota Fiscal de Entrada - CREDITO; Nota Fiscal de Entrada - RETENCAO; Nota Fiscal de Entrada - DEBITO."
EPRO26;;Local Armazenagem;Programa;EPRO26 – Local Armazenagem. Tipo: Programa. Termos frequentes: local de armazenagem, lido ou informado. Documentos: Painel de Armazenagem.
CFAB30;;Emissão Talão;Programa;"CFAB30 – Emissão Talão. Tipo: Programa. Variações no menu: Emissão Talão (+PROCESSO) CENTROPE; Emissão Talão (Terra e Água); Emissão Talão (+PROCESSO) - Mould Injetados; Emissão Talão - BOREART. Termos frequentes: emissão de talão, fábrica relatórios. Documentos: Emissão de Talão - CFAB30."
MPSP79;;Relatório Plano Mestre de Produção (AKS);Programa;MPSP79 – Relatório Plano Mestre de Produção (AKS). Tipo: Programa. Termos frequentes: produção por plano. Documentos: Relatório Plano Mestre de Produção por Plano, Produto e Entrega – MPSP79 - MPSP80.
MPSP27;;Relatório Plano Mestre de Produção por Modelo;Programa;"MPSP27 – Relatório Plano Mestre de Produção por Modelo. Tipo: Programa. Variações no menu: Relatório Plano Mestre de Produção por Modelo - HK; Relatório Plano Mestre de Produção - CADEIN; Relatório Plano Mestre de Produção por Modelo padrão; Relatório Plano Mestre de Produção por Modelo (Centrope). Termos frequentes: mpsp kbk. Documentos: Relatório Plano Mestre de Produção por Modelo - MPSP27 - MPSP28_KBK - MPSP29_KBK."
FATU163;;Relatório Liberação Pedidos Faturamento por Rota (Detalhado);Relatório;FATU163 – Relatório Liberação Pedidos Faturamento por Rota (Detalhado). Tipo: Relatório.
COMP21;;Ponto de Reposição;Programa;COMP21 – Ponto de Reposição. Tipo: Programa. Termos frequentes: compras relatórios ponto, reposição alteração, reposição gera dados, condições o relatório, poderia olhar. Documentos: Relatório Ponto de Reposição – COMP21.
PEDI40;;Alteração Categoria Entrega;Programa;PEDI40 – Alteração Categoria Entrega. Tipo: Programa. Termos frequentes: tipo de entrega. Documentos: Alteração Categoria Entrega - PEDI40.
ADMI263;;Configuração Filtro iVendre;Programa;ADMI263 – Configuração Filtro iVendre. Tipo: Programa.
COMP49;;Plano de Necessidades de Compras Resumida;Programa;COMP49 – Plano de Necessidades de Compras Resumida. Tipo: Programa.
ESTO136;;Exclusão de Apontamento de Produção por Cortador;Programa;"ESTO136 – Exclusão de Apontamento de Produção por Cortador. Tipo: Programa. Variações no menu: Apuntamiento de Producción por Cortador - Satra; Apontamento de Produção por Cortador. Documentos: Apontamento de Produção por Cortador – ESTO136."
ADMI96;;Importação Conhecimentos Embarcados - CONEMB;Programa;ADMI96 – Importação Conhecimentos Embarcados - CONEMB. Tipo: Programa.
FATU5;;Numeração de Notas Fiscais;Programa;FATU5 – Numeração de Notas Fiscais. Tipo: Programa.
CEXT24;;Faturamento de Exportação;Programa;CEXT24 – Faturamento de Exportação. Tipo: Programa. Documentos: Fatura de Exportação – CEXT24.
CEXT103;;Consulta Vínculo Rótulos Processo de Exportação;Programa;CEXT103 – Consulta Vínculo Rótulos Processo de Exportação. Tipo: Programa. Documentos: Consulta Vínculo Rótulos Processo de Exportação - CEXT103.
CREC4;;Lançamentos;Programa;"CREC4 – Lançamentos. Tipo: Programa. Variações no menu: Lançamentos - Contas a receber; Lançamentos - Nota de Débito."
EPRO49;;Coleção;Programa;"EPRO49 – Coleção. Tipo: Programa. Variações no menu: Estilo; Linha; Grupo Modelo; Modelo."
CFAB57;;Apontamento de Rótulos Curtume MINUANO, Processo;Programa;"CFAB57 – Apontamento de Rótulos Curtume MINUANO, Processo. Tipo: Programa. Variações no menu: Apontamento de Rótulos Curtume MINUANO, Processo 223; Apontamento de Rótulos Curtume TAPETES, Processo 225; Apontamento de Rótulos Curtume MINUANO, Processo 78; Apontamento de Rótulos Curtume MINUANO, Processo 345."
ESTO109;;Emissão Relatório;Relatório;ESTO109 – Emissão Relatório. Tipo: Relatório.
CFAB102;;Analise de Compras Matéria-Prima Couro / Fornecedor;Relatório;CFAB102 – Analise de Compras Matéria-Prima Couro / Fornecedor. Tipo: Relatório.
MPSP63;;Posição Produção por Processo;Programa;MPSP63 – Posição Produção por Processo. Tipo: Programa. Termos frequentes: relatório produção. Documentos: Relatório Posição Produção por Processo – MPSP63.
CUST2;;Configuração Custeio;Programa;CUST2 – Configuração Custeio. Tipo: Programa. Variações no menu: Controladoria.
CUST23;;Apropriação do Custeio Integrado;Relatório;CUST23 – Apropriação do Custeio Integrado. Tipo: Relatório.
